userId,journeyId
227,98
35,98
76,98
54,98
116,98
141,98
157,99
254,99
183,100
175,100
188,100
7,100
272,100
91,100
239,101
75,101
36,102
193,102
5,102
277,102
145,102
35,102
53,102
1,102
124,102
269,102
246,103
62,103
130,103
48,103
293,103
270,103
56,103
57,103
122,103
89,104
187,104
271,104
158,104
81,105
260,105
262,105
168,105
189,105
208,105
21,105
96,105
58,105
102,106
207,106
167,106
154,106
55,106
225,106
159,106
87,106
208,106
90,106
201,107
25,108
104,108
191,109
227,109
64,109
177,110
151,110
245,110
65,110
274,110
213,110
239,110
214,110
161,111
93,111
62,111
44,112
216,112
50,112
40,112
174,112
198,112
223,112
290,112
180,112
176,112
84,113
3,113
285,113
81,113
95,114
88,114
199,114
176,114
216,114
202,114
254,114
246,114
37,114
25,114
255,115
295,116
248,116
4,117
82,117
255,117
222,117
27,117
83,117
128,117
256,117
68,117
191,118
82,118
237,118
242,118
285,118
65,118
64,119
40,119
48,119
242,119
100,119
142,119
265,119
105,120
68,120
101,120
163,120
274,120
226,120
14,120
288,120
232,121
109,121
155,121
94,121
263,121
66,122
171,122
48,122
182,122
273,123
56,123
123,123
80,124
122,124
239,125
233,125
245,125
207,125
220,125
39,125
66,125
1,126
217,126
60,126
183,126
20,126
292,126
104,126
138,126
294,126
97,127
74,127
88,127
101,127
298,127
244,127
45,127
90,127
118,127
87,127
213,128
115,128
156,128
54,128
255,128
296,128
260,128
212,128
263,129
284,129
209,129
11,130
202,130
15,130
144,130
179,130
257,130
154,131
193,131
262,131
293,132
61,132
40,132
220,132
207,132
48,132
70,132
145,133
84,133
2,133
289,133
167,133
63,133
162,133
240,133
128,134
162,134
1,134
129,134
43,134
85,134
107,135
81,135
300,135
95,136
194,136
229,137
92,137
126,137
123,137
76,137
100,137
202,137
55,138
25,138
118,138
178,138
237,138
77,138
8,138
293,138
213,139
169,139
133,139
259,140
53,140
168,140
269,140
50,140
58,140
49,141
13,141
290,141
141,141
248,141
193,141
36,141
22,141
61,141
243,141
167,142
167,143
258,143
122,143
170,144
81,144
126,144
65,144
217,145
112,145
222,145
44,145
285,145
139,145
80,145
243,146
63,146
291,146
187,146
142,147
8,147
218,147
92,147
152,147
94,148
83,148
238,148
35,148
9,149
214,149
248,149
200,149
204,150
290,150
21,150
92,150
250,150
77,150
90,150
109,150
93,150
84,151
172,151
78,151
276,151
255,151
25,152
86,152
15,152
236,152
292,152
279,152
125,152
4,152
135,153
299,153
257,153
113,153
129,153
28,153
215,153
243,153
267,153
21,153
38,154
123,154
180,154
29,154
190,154
50,154
84,154
230,155
54,155
299,155
124,156
295,156
242,156
284,156
197,156
293,156
178,156
94,156
189,157
266,157
43,157
106,157
47,157
95,158
174,158
68,158
186,158
295,159
39,159
36,159
136,159
126,159
248,159
91,160
282,160
193,160
134,161
223,161
287,161
289,161
15,162
156,162
237,162
14,162
164,162
146,162
198,162
64,163
123,163
210,163
86,163
8,163
191,163
117,163
247,163
248,163
231,164
19,164
129,164
224,164
84,164
210,164
223,164
80,164
200,165
55,165
50,165
16,165
77,165
269,165
106,165
168,165
74,165
112,165
120,166
211,166
90,166
107,166
146,166
43,166
185,167
218,167
42,167
162,167
4,167
167,168
175,168
139,168
83,168
267,168
110,168
25,168
98,169
121,169
189,169
10,169
229,169
40,169
244,169
217,170
272,170
133,170
100,170
112,170
170,170
265,170
158,171
127,171
1,172
39,172
152,172
35,172
282,173
201,173
121,173
236,173
119,174
179,174
225,174
270,174
117,174
107,174
106,174
229,174
127,174
158,174
19,175
177,175
267,175
198,175
21,176
133,176
245,176
97,176
256,176
145,176
238,177
299,177
236,177
123,177
208,177
9,177
178,178
216,178
115,178
39,178
299,178
41,178
89,178
29,179
269,179
185,179
229,179
44,179
183,179
60,180
92,180
173,180
41,180
134,180
226,180
171,181
189,182
237,182
81,182
194,182
65,183
19,184
258,184
7,184
46,184
1,184
181,184
136,184
262,184
288,185
109,186
254,186
140,187
159,187
171,187
43,187
71,187
191,188
31,188
177,188
48,188
254,188
99,188
34,188
6,189
206,189
34,189
59,189
153,189
257,189
137,189
293,189
177,189
200,189
92,190
162,190
152,190
115,190
116,190
252,190
118,191
131,191
177,191
261,191
161,191
222,191
55,191
133,191
90,191
267,192
265,192
205,192
94,192
27,192
160,193
81,193
271,193
140,193
95,193
146,194
288,194
168,194
118,194
81,194
55,194
201,194
281,194
5,194
296,195
288,195
257,195
210,195
25,195
37,195
12,195
49,195
208,195
55,196
132,196
249,197
152,197
88,197
45,197
92,197
250,197
8,197
9,197
276,197
264,197
188,198
47,198
218,198
262,198
214,198
59,198
147,198
55,198
258,199
9,199
137,199
157,199
247,199
73,199
171,199
4,199
12,200
81,200
193,200
56,200
221,200
58,200
232,200
100,200
216,200
145,201
74,201
10,201
275,201
178,201
150,201
232,201
34,201
35,202
78,202
5,202
250,202
83,202
156,202
280,202
106,202
143,203
65,203
277,203
187,203
156,203
84,203
4,203
33,203
134,203
127,203
166,204
153,204
103,204
151,205
102,205
121,205
236,205
62,205
96,205
267,205
205,205
76,205
129,205
292,206
149,206
29,206
190,206
211,207
246,207
179,208
64,208
11,208
224,208
204,208
157,208
259,208
205,208
9,208
154,208
116,209
195,209
100,210
228,210
66,210
59,210
128,210
216,210
93,210
180,211
262,212
91,212
75,212
66,212
118,212
159,212
29,212
27,213
233,213
10,213
123,213
2,213
106,213
111,213
197,213
246,213
165,213
45,214
155,214
253,214
298,215
75,215
178,215
67,215
24,215
267,215
109,215
33,216
35,216
97,216
21,216
179,217
177,217
213,217
56,217
248,217
176,217
158,217
142,217
182,217
297,218
149,218
114,218
1,218
299,218
227,218
178,218
210,218
88,218
133,219
178,219
152,219
251,219
237,219
77,220
6,220
172,220
75,220
206,220
146,220
124,220
24,220
159,220
87,220
238,221
285,221
129,221
261,221
105,221
158,221
204,221
18,221
182,222
31,222
281,222
244,222
57,222
149,223
10,223
291,223
163,223
125,223
294,224
289,224
92,224
201,224
224,224
10,224
65,224
37,224
182,225
152,225
243,225
211,225
186,225
50,225
63,225
242,225
270,226
119,226
281,226
63,226
166,226
34,226
57,226
136,226
150,226
245,227
279,227
66,227
162,227
28,227
187,227
52,228
294,228
253,228
19,229
53,229
229,229
48,229
129,229
61,230
195,230
5,230
289,230
10,230
194,231
10,231
84,231
156,231
65,231
43,231
196,231
275,232
83,232
120,232
203,232
264,232
78,233
147,233
81,233
152,233
6,233
146,233
25,233
215,234
204,234
143,234
256,234
1,234
211,234
220,234
234,234
171,235
106,236
190,237
62,237
116,237
296,237
72,237
198,237
105,237
188,237
178,237
55,238
11,238
220,238
116,238
294,238
52,238
278,239
179,239
115,239
147,239
80,239
138,239
195,239
264,240
181,240
145,240
189,240
56,240
195,240
215,240
245,241
228,241
51,241
242,241
54,241
255,241
23,241
222,242
4,242
233,242
171,242
245,243
154,244
282,244
155,244
111,244
221,244
64,245
242,246
47,246
119,246
261,247
70,248
162,248
36,248
151,249
189,249
12,249
250,249
166,249
108,249
169,249
88,250
206,250
16,250
298,250
118,250
39,250
191,250
246,251
246,252
235,252
112,252
90,253
9,253
213,253
30,253
11,254
105,254
269,254
171,254
239,255
230,255
240,255
19,255
214,255
184,255
80,256
210,256
176,256
256,257
14,257
45,257
277,257
185,257
35,258
123,258
204,259
26,259
242,259
91,259
184,259
65,259
73,259
14,260
199,261
289,261
27,261
180,261
272,261
226,262
294,262
14,262
97,262
292,262
282,262
47,262
259,262
246,262
80,262
284,263
19,264
249,264
28,264
159,264
269,264
290,264
100,264
253,265
214,265
20,265
167,265
136,265
84,265
80,266
299,266
220,266
149,267
142,267
86,267
29,267
211,268
5,268
110,268
63,268
97,268
99,269
200,269
148,269
18,269
256,269
36,269
152,269
239,270
200,270
250,270
233,270
116,270
61,270
261,271
178,271
70,271
75,271
165,271
296,271
236,271
2,271
271,271
187,272
79,272
25,272
46,272
246,272
98,272
228,272
26,272
247,272
48,273
204,273
217,274
189,274
125,274
184,275
74,276
2,276
159,276
215,276
55,276
119,276
186,277
72,277
133,278
94,279
215,279
172,279
175,279
83,279
20,279
127,279
196,279
73,280
215,281
68,282
285,282
255,282
134,282
280,282
74,282
216,282
262,283
148,283
156,283
49,283
40,283
17,283
202,283
91,283
65,284
192,284
14,284
11,284
287,284
259,284
268,285
141,285
107,285
256,285
283,285
90,286
278,286
263,286
270,286
65,286
68,287
1,287
286,287
162,287
277,287
237,287
54,288
56,288
296,288
35,289
107,289
148,289
33,289
49,290
213,290
114,291
187,291
105,291
239,291
92,291
258,291
113,291
229,291
117,291
267,292
151,292
224,292
182,292
85,292
279,292
188,292
299,292
161,292
149,293
68,293
186,293
38,293
242,293
261,294
159,294
187,294
284,294
98,294
197,294
126,295
44,295
159,295
205,295
16,295
173,296
167,296
179,296
51,296
272,296
64,296
242,296
139,296
95,296
208,296
