journeyId,destinationId,startDate,endDate
23,74,2009-02-14,2009-02-21
23,200,2009-02-21,2009-02-27
23,102,2009-02-27,2009-03-03
23,114,2009-03-03,2009-03-11
23,139,2009-03-11,2009-03-21
23,110,2009-03-21,2009-03-30
24,148,2013-03-02,2013-03-06
24,171,2013-03-06,2013-03-10
24,95,2013-03-10,2013-03-13
24,183,2013-03-13,2013-03-14
24,106,2013-03-14,2013-03-17
24,112,2013-03-17,2013-03-19
25,158,2013-01-05,2013-01-12
25,195,2013-01-12,2013-01-21
25,171,2013-01-21,2013-01-24
25,97,2013-01-24,2013-02-01
25,17,2013-02-01,2013-02-05
25,133,2013-02-05,2013-02-07
25,99,2013-02-07,2013-02-14
25,135,2013-02-14,2013-02-21
26,33,2010-04-21,2010-04-29
27,17,2014-11-16,2014-11-18
27,39,2014-11-18,2014-11-26
27,140,2014-11-26,2014-12-01
27,87,2014-12-01,2014-12-06
27,113,2014-12-06,2014-12-13
27,73,2014-12-13,2014-12-14
27,78,2014-12-14,2014-12-18
28,10,2012-05-06,2012-05-09
28,80,2012-05-09,2012-05-10
28,180,2012-05-10,2012-05-20
28,86,2012-05-20,2012-05-25
28,66,2012-05-25,2012-05-26
28,96,2012-05-26,2012-05-30
28,41,2012-05-30,2012-06-04
29,124,2020-03-18,2020-03-22
29,46,2020-03-22,2020-03-31
29,191,2020-03-31,2020-04-10
29,8,2020-04-10,2020-04-13
29,17,2020-04-13,2020-04-17
30,162,2008-10-15,2008-10-21
31,114,2017-12-06,2017-12-11
31,76,2017-12-11,2017-12-13
31,79,2017-12-13,2017-12-18
31,110,2017-12-18,2017-12-28
31,145,2017-12-28,2018-01-07
31,125,2018-01-07,2018-01-09
31,31,2018-01-09,2018-01-18
31,129,2018-01-18,2018-01-22
32,119,2021-04-04,2021-04-06
33,105,2013-07-13,2013-07-18
33,137,2013-07-18,2013-07-22
33,138,2013-07-22,2013-07-23
33,141,2013-07-23,2013-07-31
33,27,2013-07-31,2013-08-03
33,75,2013-08-03,2013-08-10
33,10,2013-08-10,2013-08-16
33,136,2013-08-16,2013-08-20
34,27,2017-09-02,2017-09-11
34,80,2017-09-11,2017-09-13
34,142,2017-09-13,2017-09-18
35,53,2017-10-03,2017-10-07
35,26,2017-10-07,2017-10-13
35,153,2017-10-13,2017-10-23
35,185,2017-10-23,2017-11-01
35,15,2017-11-01,2017-11-04
35,156,2017-11-04,2017-11-12
35,142,2017-11-12,2017-11-21
35,180,2017-11-21,2017-11-24
36,114,2008-01-03,2008-01-10
36,180,2008-01-10,2008-01-19
36,63,2008-01-19,2008-01-28
36,29,2008-01-28,2008-02-01
37,176,2017-03-08,2017-03-15
37,103,2017-03-15,2017-03-17
37,43,2017-03-17,2017-03-27
37,48,2017-03-27,2017-03-28
37,95,2017-03-28,2017-04-03
38,107,2019-07-01,2019-07-10
38,128,2019-07-10,2019-07-11
39,37,2016-10-18,2016-10-22
40,58,2020-08-24,2020-09-01
40,78,2020-09-01,2020-09-03
40,26,2020-09-03,2020-09-06
40,113,2020-09-06,2020-09-14
40,107,2020-09-14,2020-09-18
40,128,2020-09-18,2020-09-27
40,150,2020-09-27,2020-10-03
40,59,2020-10-03,2020-10-07
40,29,2020-10-07,2020-10-15
41,133,2014-11-15,2014-11-17
41,18,2014-11-17,2014-11-22
41,161,2014-11-22,2014-11-28
41,63,2014-11-28,2014-12-03
42,104,2012-08-26,2012-08-31
43,156,2020-06-24,2020-06-27
43,180,2020-06-27,2020-06-30
43,12,2020-06-30,2020-07-10
43,58,2020-07-10,2020-07-19
43,146,2020-07-19,2020-07-26
43,111,2020-07-26,2020-08-01
43,101,2020-08-01,2020-08-07
43,73,2020-08-07,2020-08-12
44,131,2014-08-08,2014-08-16
44,85,2014-08-16,2014-08-21
44,149,2014-08-21,2014-08-22
44,18,2014-08-22,2014-08-30
45,87,2019-01-15,2019-01-25
45,5,2019-01-25,2019-01-27
45,49,2019-01-27,2019-01-28
45,18,2019-01-28,2019-01-29
45,158,2019-01-29,2019-02-05
45,83,2019-02-05,2019-02-12
45,63,2019-02-12,2019-02-19
45,132,2019-02-19,2019-02-24
46,66,2018-06-27,2018-07-06
46,46,2018-07-06,2018-07-08
46,86,2018-07-08,2018-07-13
47,139,2018-04-02,2018-04-12
47,104,2018-04-12,2018-04-21
48,191,2021-06-13,2021-06-15
48,56,2021-06-15,2021-06-24
48,167,2021-06-24,2021-07-02
48,197,2021-07-02,2021-07-11
48,75,2021-07-11,2021-07-12
48,63,2021-07-12,2021-07-13
49,32,2013-09-15,2013-09-25
50,65,2011-06-04,2011-06-08
50,121,2011-06-08,2011-06-16
51,22,2009-02-05,2009-02-13
51,169,2009-02-13,2009-02-17
51,55,2009-02-17,2009-02-22
51,131,2009-02-22,2009-03-03
51,43,2009-03-03,2009-03-06
52,83,2018-11-03,2018-11-12
52,25,2018-11-12,2018-11-21
52,36,2018-11-21,2018-11-29
52,54,2018-11-29,2018-12-06
52,8,2018-12-06,2018-12-16
52,147,2018-12-16,2018-12-25
52,66,2018-12-25,2018-12-27
52,92,2018-12-27,2019-01-02
53,135,2012-04-25,2012-05-01
53,85,2012-05-01,2012-05-05
53,107,2012-05-05,2012-05-06
53,109,2012-05-06,2012-05-08
53,68,2012-05-08,2012-05-17
53,3,2012-05-17,2012-05-20
53,18,2012-05-20,2012-05-23
54,119,2010-01-10,2010-01-11
54,167,2010-01-11,2010-01-17
54,175,2010-01-17,2010-01-20
54,111,2010-01-20,2010-01-21
54,40,2010-01-21,2010-01-29
54,88,2010-01-29,2010-02-03
54,98,2010-02-03,2010-02-11
54,130,2010-02-11,2010-02-13
55,11,2020-08-12,2020-08-14
55,190,2020-08-14,2020-08-20
55,141,2020-08-20,2020-08-21
55,121,2020-08-21,2020-08-30
55,136,2020-08-30,2020-09-05
55,79,2020-09-05,2020-09-12
55,146,2020-09-12,2020-09-14
56,199,2011-03-18,2011-03-22
56,115,2011-03-22,2011-03-23
56,194,2011-03-23,2011-04-02
57,64,2008-06-24,2008-06-29
58,72,2021-08-27,2021-09-04
58,152,2021-09-04,2021-09-12
58,99,2021-09-12,2021-09-18
58,145,2021-09-18,2021-09-20
58,55,2021-09-20,2021-09-23
58,178,2021-09-23,2021-09-29
58,153,2021-09-29,2021-10-07
58,52,2021-10-07,2021-10-11
59,75,2013-10-05,2013-10-12
59,32,2013-10-12,2013-10-16
59,26,2013-10-16,2013-10-25
59,92,2013-10-25,2013-11-04
59,162,2013-11-04,2013-11-14
59,51,2013-11-14,2013-11-15
59,133,2013-11-15,2013-11-23
60,37,2021-10-13,2021-10-21
60,145,2021-10-21,2021-10-23
60,35,2021-10-23,2021-11-01
60,56,2021-11-01,2021-11-03
60,176,2021-11-03,2021-11-13
60,12,2021-11-13,2021-11-18
60,118,2021-11-18,2021-11-25
60,75,2021-11-25,2021-11-30
60,27,2021-11-30,2021-12-06
61,150,2011-04-15,2011-04-16
61,185,2011-04-16,2011-04-26
61,197,2011-04-26,2011-05-02
61,26,2011-05-02,2011-05-09
61,147,2011-05-09,2011-05-16
61,163,2011-05-16,2011-05-26
62,81,2018-06-09,2018-06-13
63,83,2009-01-19,2009-01-27
64,181,2022-02-09,2022-02-11
65,10,2008-02-26,2008-03-04
65,125,2008-03-04,2008-03-08
65,28,2008-03-08,2008-03-17
65,104,2008-03-17,2008-03-18
66,124,2008-12-25,2009-01-02
66,76,2009-01-02,2009-01-07
66,159,2009-01-07,2009-01-13
66,167,2009-01-13,2009-01-15
67,107,2011-06-15,2011-06-17
67,127,2011-06-17,2011-06-20
67,38,2011-06-20,2011-06-22
67,12,2011-06-22,2011-06-28
67,82,2011-06-28,2011-06-29
67,22,2011-06-29,2011-07-03
67,18,2011-07-03,2011-07-07
67,131,2011-07-07,2011-07-14
67,176,2011-07-14,2011-07-18
68,21,2017-02-20,2017-02-24
68,195,2017-02-24,2017-03-06
68,165,2017-03-06,2017-03-09
68,4,2017-03-09,2017-03-10
68,9,2017-03-10,2017-03-12
68,161,2017-03-12,2017-03-21
68,36,2017-03-21,2017-03-31
68,31,2017-03-31,2017-04-01
68,136,2017-04-01,2017-04-09
69,1,2012-11-17,2012-11-21
69,121,2012-11-21,2012-11-29
69,117,2012-11-29,2012-11-30
69,69,2012-11-30,2012-12-06
69,77,2012-12-06,2012-12-16
69,201,2012-12-16,2012-12-20
69,174,2012-12-20,2012-12-21
69,53,2012-12-21,2012-12-30
69,141,2012-12-30,2013-01-04
70,74,2016-08-16,2016-08-20
70,132,2016-08-20,2016-08-27
70,198,2016-08-27,2016-08-28
70,9,2016-08-28,2016-08-31
70,59,2016-08-31,2016-09-05
70,67,2016-09-05,2016-09-13
70,193,2016-09-13,2016-09-18
70,139,2016-09-18,2016-09-21
71,58,2012-03-13,2012-03-20
71,48,2012-03-20,2012-03-24
71,23,2012-03-24,2012-03-28
71,126,2012-03-28,2012-04-06
71,66,2012-04-06,2012-04-10
71,19,2012-04-10,2012-04-14
71,61,2012-04-14,2012-04-18
72,17,2012-05-03,2012-05-09
72,146,2012-05-09,2012-05-11
72,83,2012-05-11,2012-05-12
72,188,2012-05-12,2012-05-17
72,111,2012-05-17,2012-05-18
72,30,2012-05-18,2012-05-21
73,33,2013-09-18,2013-09-26
73,99,2013-09-26,2013-09-28
73,83,2013-09-28,2013-09-29
73,59,2013-09-29,2013-10-07
73,61,2013-10-07,2013-10-10
73,82,2013-10-10,2013-10-19
73,109,2013-10-19,2013-10-29
73,105,2013-10-29,2013-11-06
74,203,2011-08-20,2011-08-28
74,13,2011-08-28,2011-08-30
74,9,2011-08-30,2011-09-02
74,42,2011-09-02,2011-09-09
74,158,2011-09-09,2011-09-11
75,30,2017-11-01,2017-11-05
75,171,2017-11-05,2017-11-14
76,148,2013-11-07,2013-11-13
76,93,2013-11-13,2013-11-21
76,175,2013-11-21,2013-11-22
77,102,2020-10-13,2020-10-23
77,38,2020-10-23,2020-10-29
77,137,2020-10-29,2020-11-05
77,77,2020-11-05,2020-11-14
77,156,2020-11-14,2020-11-18
77,73,2020-11-18,2020-11-27
77,94,2020-11-27,2020-11-28
78,141,2013-01-14,2013-01-17
78,147,2013-01-17,2013-01-21
78,40,2013-01-21,2013-01-23
78,22,2013-01-23,2013-01-27
78,75,2013-01-27,2013-01-28
79,191,2019-09-12,2019-09-21
79,126,2019-09-21,2019-09-26
79,169,2019-09-26,2019-09-29
79,193,2019-09-29,2019-10-03
80,5,2010-06-23,2010-06-25
80,114,2010-06-25,2010-07-04
80,107,2010-07-04,2010-07-08
80,16,2010-07-08,2010-07-13
80,141,2010-07-13,2010-07-20
80,65,2010-07-20,2010-07-22
80,164,2010-07-22,2010-07-28
80,191,2010-07-28,2010-08-06
80,120,2010-08-06,2010-08-08
81,162,2010-04-20,2010-04-28
82,148,2017-08-02,2017-08-07
82,141,2017-08-07,2017-08-16
82,38,2017-08-16,2017-08-17
82,132,2017-08-17,2017-08-27
82,92,2017-08-27,2017-09-06
83,35,2014-09-15,2014-09-18
83,81,2014-09-18,2014-09-26
83,83,2014-09-26,2014-09-27
83,33,2014-09-27,2014-09-29
83,77,2014-09-29,2014-09-30
83,26,2014-09-30,2014-10-01
83,90,2014-10-01,2014-10-09
83,87,2014-10-09,2014-10-17
83,54,2014-10-17,2014-10-24
84,11,2018-09-05,2018-09-07
84,193,2018-09-07,2018-09-17
84,196,2018-09-17,2018-09-22
84,152,2018-09-22,2018-09-26
84,143,2018-09-26,2018-09-27
84,99,2018-09-27,2018-10-06
84,199,2018-10-06,2018-10-15
84,106,2018-10-15,2018-10-16
85,193,2009-03-13,2009-03-19
85,196,2009-03-19,2009-03-24
85,120,2009-03-24,2009-03-30
85,146,2009-03-30,2009-04-04
85,100,2009-04-04,2009-04-05
85,98,2009-04-05,2009-04-08
85,142,2009-04-08,2009-04-16
86,72,2020-10-31,2020-11-01
86,2,2020-11-01,2020-11-08
86,94,2020-11-08,2020-11-11
87,105,2012-06-11,2012-06-12
87,1,2012-06-12,2012-06-17
87,150,2012-06-17,2012-06-23
87,185,2012-06-23,2012-07-02
87,164,2012-07-02,2012-07-08
87,130,2012-07-08,2012-07-11
88,200,2016-10-05,2016-10-11
88,134,2016-10-11,2016-10-15
88,70,2016-10-15,2016-10-24
88,129,2016-10-24,2016-10-26
88,127,2016-10-26,2016-11-03
88,71,2016-11-03,2016-11-08
88,100,2016-11-08,2016-11-12
88,10,2016-11-12,2016-11-22
88,195,2016-11-22,2016-11-29
89,66,2012-04-22,2012-04-29
89,110,2012-04-29,2012-05-03
89,67,2012-05-03,2012-05-07
89,42,2012-05-07,2012-05-15
89,22,2012-05-15,2012-05-23
90,140,2017-05-24,2017-05-27
90,176,2017-05-27,2017-06-02
90,157,2017-06-02,2017-06-08
90,201,2017-06-08,2017-06-16
90,49,2017-06-16,2017-06-18
90,53,2017-06-18,2017-06-27
91,107,2013-11-22,2013-12-02
91,136,2013-12-02,2013-12-09
91,112,2013-12-09,2013-12-16
91,13,2013-12-16,2013-12-19
91,153,2013-12-19,2013-12-22
91,124,2013-12-22,2013-12-31
92,176,2014-02-17,2014-02-25
92,136,2014-02-25,2014-03-05
92,40,2014-03-05,2014-03-12
92,45,2014-03-12,2014-03-22
92,7,2014-03-22,2014-03-26
92,103,2014-03-26,2014-04-02
92,33,2014-04-02,2014-04-04
92,82,2014-04-04,2014-04-05
93,15,2022-10-25,2022-11-03
93,123,2022-11-03,2022-11-11
93,152,2022-11-11,2022-11-17
93,144,2022-11-17,2022-11-20
93,137,2022-11-20,2022-11-25
93,169,2022-11-25,2022-11-29
93,95,2022-11-29,2022-12-06
93,46,2022-12-06,2022-12-08
93,63,2022-12-08,2022-12-11
94,13,2014-04-21,2014-04-22
94,61,2014-04-22,2014-04-24
95,48,2019-05-11,2019-05-13
95,23,2019-05-13,2019-05-20
95,110,2019-05-20,2019-05-27
95,178,2019-05-27,2019-06-01
96,87,2021-02-05,2021-02-07
96,20,2021-02-07,2021-02-15
96,93,2021-02-15,2021-02-17
96,89,2021-02-17,2021-02-19
96,39,2021-02-19,2021-02-28
96,54,2021-02-28,2021-03-05
97,48,2019-08-18,2019-08-26
97,111,2019-08-26,2019-09-01
97,106,2019-09-01,2019-09-02
97,50,2019-09-02,2019-09-11
97,98,2019-09-11,2019-09-14
97,137,2019-09-14,2019-09-19
97,82,2019-09-19,2019-09-27
98,43,2022-08-22,2022-08-28
98,149,2022-08-28,2022-08-30
98,181,2022-08-30,2022-09-06
98,109,2022-09-06,2022-09-11
98,62,2022-09-11,2022-09-17
99,56,2013-07-29,2013-08-08
99,78,2013-08-08,2013-08-15
99,31,2013-08-15,2013-08-16
99,100,2013-08-16,2013-08-24
100,200,2021-12-23,2021-12-25
100,157,2021-12-25,2022-01-03
100,169,2022-01-03,2022-01-13
100,134,2022-01-13,2022-01-14
101,148,2016-04-17,2016-04-26
101,100,2016-04-26,2016-04-27
101,21,2016-04-27,2016-05-07
102,156,2014-08-27,2014-09-01
102,31,2014-09-01,2014-09-07
102,201,2014-09-07,2014-09-15
102,103,2014-09-15,2014-09-16
102,72,2014-09-16,2014-09-25
102,118,2014-09-25,2014-10-03
102,105,2014-10-03,2014-10-13
103,43,2016-01-08,2016-01-14
103,64,2016-01-14,2016-01-20
103,194,2016-01-20,2016-01-25
103,16,2016-01-25,2016-01-29
103,114,2016-01-29,2016-02-02
103,19,2016-02-02,2016-02-09
103,146,2016-02-09,2016-02-14
104,27,2011-02-04,2011-02-08
104,133,2011-02-08,2011-02-17
104,117,2011-02-17,2011-02-25
104,91,2011-02-25,2011-03-03
105,157,2021-04-25,2021-04-28
105,74,2021-04-28,2021-04-29
105,83,2021-04-29,2021-05-07
105,179,2021-05-07,2021-05-12
106,72,2017-08-05,2017-08-13
106,37,2017-08-13,2017-08-19
107,196,2017-06-11,2017-06-20
107,10,2017-06-20,2017-06-24
107,67,2017-06-24,2017-07-02
107,63,2017-07-02,2017-07-08
107,161,2017-07-08,2017-07-16
107,71,2017-07-16,2017-07-20
107,98,2017-07-20,2017-07-24
107,5,2017-07-24,2017-07-28
108,73,2020-03-06,2020-03-13
108,177,2020-03-13,2020-03-15
108,45,2020-03-15,2020-03-21
108,70,2020-03-21,2020-03-28
108,189,2020-03-28,2020-04-07
108,166,2020-04-07,2020-04-12
108,26,2020-04-12,2020-04-20
109,97,2015-07-24,2015-07-26
110,156,2011-12-11,2011-12-17
110,152,2011-12-17,2011-12-26
110,192,2011-12-26,2012-01-05
110,57,2012-01-05,2012-01-15
111,85,2010-06-30,2010-07-03
112,167,2016-08-07,2016-08-08
113,165,2008-12-24,2008-12-26
113,163,2008-12-26,2009-01-05
113,151,2009-01-05,2009-01-15
113,142,2009-01-15,2009-01-20
113,62,2009-01-20,2009-01-24
113,116,2009-01-24,2009-02-01
113,44,2009-02-01,2009-02-08
114,122,2015-05-29,2015-06-04
114,26,2015-06-04,2015-06-13
114,196,2015-06-13,2015-06-20
114,142,2015-06-20,2015-06-29
114,32,2015-06-29,2015-07-02
114,90,2015-07-02,2015-07-03
115,139,2013-12-17,2013-12-26
115,5,2013-12-26,2013-12-31
115,11,2013-12-31,2014-01-07
116,193,2021-07-20,2021-07-23
117,129,2009-10-14,2009-10-24
117,28,2009-10-24,2009-10-31
117,17,2009-10-31,2009-11-05
117,107,2009-11-05,2009-11-10
117,133,2009-11-10,2009-11-15
118,176,2011-04-05,2011-04-12
118,58,2011-04-12,2011-04-18
118,74,2011-04-18,2011-04-20
118,9,2011-04-20,2011-04-28
118,40,2011-04-28,2011-04-29
118,113,2011-04-29,2011-05-06
118,21,2011-05-06,2011-05-09
119,154,2016-02-01,2016-02-10
119,21,2016-02-10,2016-02-15
119,81,2016-02-15,2016-02-22
119,189,2016-02-22,2016-02-27
119,130,2016-02-27,2016-02-29
119,78,2016-02-29,2016-03-01
119,94,2016-03-01,2016-03-11
119,109,2016-03-11,2016-03-13
120,67,2008-05-01,2008-05-11
121,175,2011-01-29,2011-02-02
121,77,2011-02-02,2011-02-09
121,147,2011-02-09,2011-02-18
121,1,2011-02-18,2011-02-25
121,54,2011-02-25,2011-03-05
121,81,2011-03-05,2011-03-12
122,55,2012-05-24,2012-05-26
122,17,2012-05-26,2012-06-05
122,99,2012-06-05,2012-06-15
122,194,2012-06-15,2012-06-24
123,75,2011-09-27,2011-10-05
123,151,2011-10-05,2011-10-06
123,108,2011-10-06,2011-10-11
123,62,2011-10-11,2011-10-19
123,64,2011-10-19,2011-10-21
123,128,2011-10-21,2011-10-28
123,159,2011-10-28,2011-11-04
123,28,2011-11-04,2011-11-14
123,37,2011-11-14,2011-11-24
124,127,2014-11-18,2014-11-23
124,164,2014-11-23,2014-12-03
125,91,2009-08-17,2009-08-27
125,169,2009-08-27,2009-08-29
125,32,2009-08-29,2009-09-02
126,6,2010-01-05,2010-01-10
127,80,2018-06-11,2018-06-15
127,179,2018-06-15,2018-06-18
127,21,2018-06-18,2018-06-21
127,140,2018-06-21,2018-06-22
127,147,2018-06-22,2018-06-30
127,83,2018-06-30,2018-07-07
127,37,2018-07-07,2018-07-14
128,134,2019-01-02,2019-01-04
128,40,2019-01-04,2019-01-08
128,19,2019-01-08,2019-01-09
128,178,2019-01-09,2019-01-16
128,185,2019-01-16,2019-01-25
128,162,2019-01-25,2019-02-02
128,65,2019-02-02,2019-02-04
128,6,2019-02-04,2019-02-09
129,24,2013-03-26,2013-03-27
129,33,2013-03-27,2013-04-04
129,75,2013-04-04,2013-04-12
129,95,2013-04-12,2013-04-20
129,124,2013-04-20,2013-04-21
130,17,2008-09-12,2008-09-15
130,158,2008-09-15,2008-09-23
130,6,2008-09-23,2008-09-27
130,74,2008-09-27,2008-10-07
130,136,2008-10-07,2008-10-13
130,51,2008-10-13,2008-10-14
130,3,2008-10-14,2008-10-16
131,172,2012-07-31,2012-08-06
132,69,2008-11-06,2008-11-11
132,167,2008-11-11,2008-11-20
132,78,2008-11-20,2008-11-26
132,2,2008-11-26,2008-11-27
132,176,2008-11-27,2008-11-28
132,117,2008-11-28,2008-12-03
132,57,2008-12-03,2008-12-04
132,158,2008-12-04,2008-12-05
133,139,2012-07-19,2012-07-23
133,100,2012-07-23,2012-07-26
133,51,2012-07-26,2012-08-01
133,180,2012-08-01,2012-08-04
133,159,2012-08-04,2012-08-07
133,25,2012-08-07,2012-08-08
134,202,2013-05-24,2013-06-03
134,57,2013-06-03,2013-06-08
135,25,2008-07-24,2008-07-26
135,57,2008-07-26,2008-08-02
136,158,2012-01-19,2012-01-27
137,201,2011-04-28,2011-04-30
137,179,2011-04-30,2011-05-08
137,107,2011-05-08,2011-05-18
137,58,2011-05-18,2011-05-21
137,158,2011-05-21,2011-05-28
137,18,2011-05-28,2011-06-04
137,119,2011-06-04,2011-06-10
138,19,2014-02-21,2014-03-01
138,187,2014-03-01,2014-03-06
138,199,2014-03-06,2014-03-08
138,180,2014-03-08,2014-03-15
138,22,2014-03-15,2014-03-17
138,193,2014-03-17,2014-03-22
138,46,2014-03-22,2014-03-23
139,12,2011-12-28,2012-01-04
139,171,2012-01-04,2012-01-08
139,44,2012-01-08,2012-01-09
139,61,2012-01-09,2012-01-14
139,75,2012-01-14,2012-01-19
139,6,2012-01-19,2012-01-25
139,7,2012-01-25,2012-02-02
139,3,2012-02-02,2012-02-10
139,16,2012-02-10,2012-02-15
140,43,2012-01-20,2012-01-24
140,124,2012-01-24,2012-01-30
140,105,2012-01-30,2012-02-09
140,117,2012-02-09,2012-02-14
140,152,2012-02-14,2012-02-22
140,129,2012-02-22,2012-02-25
140,135,2012-02-25,2012-03-01
141,113,2022-02-10,2022-02-19
141,201,2022-02-19,2022-02-27
141,107,2022-02-27,2022-03-07
142,15,2020-07-27,2020-08-06
142,153,2020-08-06,2020-08-15
142,176,2020-08-15,2020-08-19
142,175,2020-08-19,2020-08-25
142,72,2020-08-25,2020-08-28
143,121,2017-10-27,2017-11-05
143,21,2017-11-05,2017-11-11
143,105,2017-11-11,2017-11-20
143,152,2017-11-20,2017-11-28
143,78,2017-11-28,2017-11-30
143,196,2017-11-30,2017-12-07
143,197,2017-12-07,2017-12-10
143,117,2017-12-10,2017-12-14
143,203,2017-12-14,2017-12-22
144,8,2012-10-07,2012-10-08
144,28,2012-10-08,2012-10-14
144,84,2012-10-14,2012-10-19
144,175,2012-10-19,2012-10-25
145,83,2012-02-02,2012-02-03
145,143,2012-02-03,2012-02-04
145,136,2012-02-04,2012-02-13
146,117,2016-04-08,2016-04-17
146,6,2016-04-17,2016-04-25
146,170,2016-04-25,2016-04-26
146,115,2016-04-26,2016-05-03
146,63,2016-05-03,2016-05-12
146,101,2016-05-12,2016-05-13
146,114,2016-05-13,2016-05-22
146,118,2016-05-22,2016-05-29
146,160,2016-05-29,2016-06-01
147,134,2011-02-16,2011-02-25
147,52,2011-02-25,2011-03-03
148,184,2018-12-26,2018-12-30
149,91,2022-07-21,2022-07-30
149,149,2022-07-30,2022-08-05
149,49,2022-08-05,2022-08-13
149,119,2022-08-13,2022-08-22
149,194,2022-08-22,2022-08-25
149,131,2022-08-25,2022-09-01
149,101,2022-09-01,2022-09-11
149,18,2022-09-11,2022-09-17
