user1Id,user2Id
21,187
21,93
21,142
21,181
21,47
21,228
21,202
21,9
21,26
21,294
21,233
21,36
21,280
21,168
21,21
21,203
21,214
21,12
21,285
22,285
22,238
22,276
22,205
22,126
22,266
22,265
22,115
22,139
22,86
22,124
22,116
22,249
22,105
22,59
23,300
23,254
23,89
23,75
23,5
23,30
23,94
23,193
23,149
23,39
23,18
23,77
23,124
23,153
23,96
23,91
23,42
23,21
23,143
23,113
23,209
23,190
23,46
23,293
23,262
24,231
24,44
24,21
24,142
24,241
24,141
24,209
24,47
24,280
24,111
24,148
24,233
24,13
24,296
24,261
24,260
24,136
24,223
24,271
24,177
24,135
24,69
24,159
24,267
24,116
24,36
24,213
24,254
24,57
24,12
24,220
24,25
24,184
24,33
24,122
24,10
24,11
24,78
24,81
25,118
25,130
25,265
25,42
25,220
25,150
25,97
25,208
25,30
25,92
25,161
25,194
25,4
25,151
25,231
25,288
25,219
25,203
25,229
25,236
25,189
25,76
25,184
25,163
25,287
25,85
25,237
25,157
25,74
25,43
25,94
25,256
25,116
25,275
25,240
25,180
25,269
25,162
26,209
26,80
26,250
26,95
26,285
26,151
26,116
26,61
26,213
26,93
26,154
26,128
26,156
26,4
26,79
26,96
26,265
26,283
27,152
27,223
27,285
27,183
27,32
27,226
27,200
27,151
27,44
27,7
27,128
27,187
27,142
27,91
27,46
27,92
27,109
27,182
27,15
27,40
27,291
27,114
27,136
27,201
27,174
28,281
28,215
28,31
28,250
28,88
28,119
28,156
28,111
28,222
28,260
28,146
28,149
28,214
28,251
28,254
28,52
28,116
28,217
28,280
28,249
28,124
28,104
28,28
28,219
28,232
28,169
28,132
28,41
28,122
28,257
29,6
29,258
29,233
29,198
29,265
29,151
29,26
29,132
29,34
29,261
29,77
29,24
29,39
29,264
29,285
29,134
29,294
30,184
31,78
31,248
32,44
32,212
32,253
32,173
32,162
32,121
32,122
32,292
32,269
32,290
32,164
32,80
33,111
33,181
33,217
33,82
33,228
33,3
33,174
33,225
33,168
33,250
33,56
33,253
33,201
33,245
34,71
34,25
34,297
34,81
34,55
34,174
34,244
34,245
34,184
34,271
34,237
34,13
34,60
34,1
34,269
34,294
34,8
34,216
34,197
34,214
34,195
34,144
34,249
34,88
34,288
34,235
34,120
34,142
34,190
35,240
35,69
35,122
35,56
35,190
35,137
35,138
35,17
35,212
35,80
35,164
35,72
35,280
35,34
35,178
35,195
35,36
35,160
36,251
36,173
36,140
37,110
37,37
37,209
37,93
37,49
37,181
37,284
37,256
37,1
37,218
37,28
37,80
37,187
37,183
37,22
37,36
37,292
37,217
37,73
38,273
38,127
38,58
38,38
38,209
38,286
38,64
38,257
38,118
38,186
38,73
38,216
38,189
38,9
38,144
38,212
38,122
38,264
38,139
38,237
38,173
38,26
38,85
38,168
38,219
38,63
38,227
38,236
38,69
38,170
38,188
38,146
38,225
38,240
38,176
38,244
38,151
39,74
39,92
39,30
39,207
39,3
39,68
39,129
39,73
39,222
39,259
39,229
39,110
39,67
39,245
39,187
39,130
39,120
39,148
39,108
39,227
39,137
39,1
39,240
40,254
40,245
40,50
40,140
40,278
40,288
40,222
40,217
40,183
40,30
40,204
41,197
41,291
41,67
41,270
41,217
41,279
41,218
41,160
41,202
41,71
41,53
41,283
41,294
42,137
42,48
42,234
42,159
42,107
42,247
42,89
42,261
42,240
42,22
42,249
42,151
42,176
42,228
43,175
44,67
44,95
44,17
44,206
44,161
44,31
44,169
44,16
44,146
44,229
44,214
44,290
44,266
44,260
44,13
44,101
44,222
44,132
44,69
44,91
44,209
44,45
44,110
44,281
44,107
44,270
44,18
44,162
45,125
45,203
45,190
45,14
45,88
46,254
46,58
46,212
46,122
46,287
46,125
46,269
46,11
46,224
46,66
46,222
46,150
46,98
46,2
46,289
46,121
46,24
46,106
46,237
46,26
46,51
46,171
46,135
46,146
46,230
46,257
47,84
47,12
47,38
47,233
47,168
47,263
47,171
47,251
47,296
47,268
47,26
48,224
48,64
48,83
48,2
48,220
48,11
48,229
48,187
48,162
48,129
48,293
48,57
48,28
48,252
48,138
48,261
48,8
48,255
48,197
48,131
48,117
48,260
48,170
48,91
48,50
48,136
48,258
48,70
48,47
48,298
48,73
48,113
48,235
48,54
48,101
48,85
48,45
48,171
49,40
49,21
49,279
49,259
49,118
49,24
49,194
49,112
49,155
49,173
49,122
49,209
50,164
50,50
50,185
50,101
50,137
50,223
50,97
50,252
50,282
50,200
50,133
50,32
50,115
50,160
50,284
50,290
50,297
50,49
50,85
51,116
51,167
52,102
52,55
52,117
52,135
52,203
52,90
52,28
52,211
52,208
52,195
53,192
53,277
53,143
53,133
53,149
53,39
53,200
53,291
53,169
53,75
53,263
53,212
53,252
53,215
53,262
53,110
53,103
53,152
53,13
53,145
53,68
53,217
53,89
53,101
53,127
53,56
53,131
53,122
53,235
53,174
53,172
53,203
53,222
53,83
53,105
53,292
53,271
53,182
53,162
54,157
54,42
54,272
54,139
54,174
54,64
54,95
54,264
54,212
54,53
54,105
54,153
54,234
54,137
54,6
54,202
54,76
54,7
54,247
54,297
54,271
54,149
54,86
54,222
54,23
54,136
54,221
54,270
55,135
55,267
55,164
55,148
55,158
55,44
56,297
56,90
56,163
56,280
56,263
56,217
56,24
56,100
56,92
56,71
56,200
57,168
57,151
57,133
57,69
57,26
57,28
57,202
57,121
57,192
57,244
57,260
57,223
57,61
57,162
57,279
58,210
58,24
58,32
58,9
58,49
58,290
58,65
58,57
58,223
58,29
58,38
58,133
58,239
58,111
58,64
58,184
58,130
58,7
58,77
58,150
58,140
58,277
58,191
58,92
58,80
58,268
59,9
59,34
59,232
59,281
59,35
59,234
59,164
59,205
59,47
59,276
59,68
59,30
59,48
59,286
59,61
59,128
60,268
60,184
60,188
60,125
60,76
60,169
60,276
60,191
60,186
60,155
60,229
60,104
60,217
60,234
60,247
60,248
60,112
60,66
60,236
60,203
60,61
60,109
60,228
60,4
60,156
60,140
60,78
60,238
60,255
60,171
61,298
62,165
62,14
62,156
62,162
62,45
62,284
62,121
62,37
62,210
62,30
62,292
62,88
62,82
62,40
62,23
62,108
63,242
63,176
63,282
63,247
63,18
64,43
64,247
64,124
64,180
64,218
64,221
64,153
64,116
64,291
64,173
64,204
64,284
64,57
64,279
64,121
64,66
64,94
64,202
64,88
64,262
64,175
64,217
64,87
64,230
65,81
65,215
65,48
65,39
65,9
65,125
65,169
65,152
65,74
65,280
65,298
65,271
65,43
65,77
65,161
65,103
65,146
65,200
65,15
65,94
65,116
65,1
65,110
65,66
65,224
65,157
66,113
66,27
66,43
66,93
66,1
66,3
66,209
67,189
67,29
67,108
67,11
67,183
67,284
67,138
67,109
67,61
67,273
67,194
67,40
67,191
67,192
67,271
67,254
67,188
67,113
67,88
67,46
67,174
67,154
67,199
67,231
67,47
67,186
67,181
67,202
67,80
67,238
67,118
67,240
67,83
67,218
68,5
68,66
68,115
68,85
68,179
68,260
68,194
68,198
68,133
68,284
68,47
68,210
68,204
68,117
68,297
69,41
69,130
69,254
69,182
69,24
69,193
69,280
69,240
69,78
69,224
69,174
69,277
69,82
69,164
69,125
69,223
69,9
69,42
69,16
69,263
69,61
69,169
69,167
69,264
69,300
69,85
69,220
69,242
69,20
69,15
69,153
69,214
70,175
70,67
70,211
70,224
70,252
70,174
70,73
70,270
70,64
70,176
70,100
70,27
70,138
70,111
70,286
70,77
70,292
70,8
70,128
70,30
70,167
70,217
70,238
70,84
70,183
70,109
70,10
70,22
71,6
71,152
71,272
71,202
71,154
71,125
71,275
71,200
71,153
71,20
71,242
71,294
71,74
71,216
71,133
71,224
71,298
71,251
71,192
71,292
71,199
71,156
71,131
71,230
71,191
71,17
72,179
72,243
72,60
72,103
72,92
72,180
72,61
72,227
72,263
72,127
72,8
72,226
72,237
72,217
72,153
73,6
73,189
73,115
73,120
73,74
73,31
73,116
73,222
73,269
74,97
74,103
74,48
74,133
74,151
74,209
74,34
74,102
74,255
74,122
74,107
74,203
75,265
75,299
75,106
75,235
75,72
75,227
75,139
76,132
76,216
76,34
76,182
76,218
76,123
76,179
76,172
76,228
76,254
76,61
76,51
76,281
76,256
76,157
76,143
76,286
76,94
76,105
76,226
77,138
77,226
77,278
77,22
77,207
77,32
77,288
77,241
77,281
77,52
77,295
77,98
77,99
77,18
77,96
77,158
78,157
78,283
78,136
78,248
78,158
78,247
78,155
78,267
78,41
78,120
78,138
78,34
78,231
78,173
78,111
78,276
78,296
78,67
78,207
78,197
78,161
78,253
78,226
78,112
78,51
78,159
79,144
79,81
79,123
79,95
79,137
79,32
79,238
79,122
79,41
80,45
80,155
80,289
80,226
80,83
80,56
80,259
80,131
80,137
80,265
80,197
80,61
80,231
80,78
80,129
80,212
80,44
80,114
80,278
80,106
80,72
80,260
80,241
80,54
80,7
80,82
80,69
80,146
80,126
80,249
80,240
80,215
80,79
80,194
80,140
80,161
80,230
80,94
80,191
81,111
81,94
81,39
81,223
81,56
81,100
81,272
81,204
81,188
81,42
81,235
81,104
81,277
81,292
81,89
81,105
81,6
81,219
81,29
81,7
81,158
82,89
82,6
82,53
82,194
82,289
82,131
82,102
82,85
82,17
82,29
82,168
82,258
82,78
82,271
82,156
82,66
82,55
82,202
82,99
82,10
82,154
82,207
82,77
82,23
83,210
83,283
83,84
83,97
83,46
83,240
83,160
84,16
84,141
84,113
84,146
84,102
84,241
84,292
84,97
84,218
84,298
85,222
85,29
85,237
85,2
85,115
85,48
85,205
85,53
85,183
85,76
85,99
85,263
85,121
85,72
85,8
85,247
85,34
85,218
85,156
85,6
85,141
85,282
85,128
85,269
85,281
85,16
85,277
85,127
85,171
85,244
85,195
85,19
85,64
85,181
85,202
85,198
85,290
85,136
86,238
86,223
86,66
86,277
86,219
86,199
86,44
86,147
87,161
87,157
87,111
87,184
87,221
87,191
87,37
87,174
87,183
87,274
87,263
87,286
87,69
87,266
87,238
87,284
87,243
87,8
87,287
87,146
87,200
87,68
87,195
87,76
87,24
87,65
87,18
87,215
87,130
87,253
87,159
88,60
88,170
88,108
88,38
88,265
88,99
88,177
88,125
88,271
88,53
88,5
88,151
88,295
88,59
88,30
88,267
88,167
88,11
88,16
88,65
88,149
88,28
88,91
89,9
89,17
89,158
89,243
89,211
89,103
89,165
89,172
89,235
89,108
89,204
89,246
89,281
90,75
90,271
90,270
91,155
91,62
91,154
91,237
91,104
91,275
91,103
91,169
91,205
91,210
91,197
91,211
91,238
91,264
91,41
91,233
91,85
91,5
91,261
91,279
91,79
91,128
91,248
91,4
91,268
91,296
91,243
91,31
91,161
91,228
92,113
92,278
92,154
92,271
92,12
92,290
92,114
92,252
92,86
92,296
92,180
92,107
92,191
92,55
92,63
92,151
93,234
93,2
93,48
93,252
93,268
93,117
93,260
93,8
93,115
93,163
93,218
93,224
93,35
94,141
94,210
94,8
94,230
94,216
94,213
94,268
94,38
94,180
94,92
94,51
94,226
94,273
94,87
94,289
94,292
94,100
94,140
94,222
94,70
94,161
94,246
94,164
94,173
94,22
95,260
95,8
95,226
95,197
95,127
95,159
95,3
95,196
95,234
95,249
95,57
95,120
95,167
95,92
95,146
95,144
95,160
95,31
95,138
95,156
95,220
96,43
96,278
96,94
96,247
96,59
96,257
96,135
96,87
96,160
96,216
96,8
96,107
96,189
96,42
96,260
96,248
96,132
96,147
96,44
96,230
96,37
96,271
96,270
96,77
96,300
96,3
97,241
97,78
97,225
97,32
97,158
97,234
97,248
97,271
97,70
97,4
97,192
97,146
97,189
97,73
97,44
97,24
97,15
97,106
97,8
97,289
97,227
97,279
97,198
97,283
97,37
98,281
98,68
98,16
98,76
98,179
98,205
98,19
98,190
98,39
99,215
99,101
99,70
99,156
99,192
99,190
99,118
99,268
99,2
99,265
99,172
99,18
99,145
99,35
99,44
99,112
100,224
100,298
100,18
100,51
100,3
100,34
100,201
100,237
100,17
100,133
100,49
100,104
100,280
100,82
101,135
101,282
101,154
101,1
102,256
102,119
102,185
102,32
102,221
102,236
102,222
102,123
102,69
102,56
102,139
102,71
102,178
102,34
102,12
102,19
102,270
102,62
102,82
102,290
102,300
102,263
102,74
102,92
102,42
102,261
102,183
102,271
103,58
103,48
103,276
103,167
103,205
103,134
103,138
103,121
103,28
103,152
103,207
103,144
103,220
103,281
103,27
103,285
103,120
104,192
104,42
104,257
105,285
105,230
105,145
105,75
105,90
105,220
105,266
105,229
105,160
105,299
105,22
105,79
105,65
105,214
105,5
105,185
105,55
105,29
105,116
105,117
105,9
105,265
105,292
105,15
105,26
105,121
105,156
105,28
105,86
105,98
105,190
105,78
105,197
105,249
106,156
106,34
106,238
106,213
106,11
106,60
106,177
106,219
106,121
106,42
106,214
106,155
106,23
106,274
106,104
106,251
106,21
106,62
106,258
106,106
107,84
107,128
107,13
108,283
108,134
108,177
108,83
108,32
108,65
108,295
108,220
108,190
108,35
108,275
108,51
108,282
108,63
108,137
108,217
108,40
108,56
108,64
108,140
108,95
108,71
108,9
109,194
109,33
109,204
109,121
109,253
109,177
109,230
109,14
109,69
109,85
109,241
109,125
109,78
109,183
109,185
109,123
109,40
109,2
109,3
109,36
109,267
109,30
109,66
109,180
109,295
109,247
109,225
109,1
109,39
109,26
109,107
110,192
110,47
110,172
110,144
110,35
110,160
110,133
110,206
110,152
110,145
110,226
110,292
110,211
110,269
110,2
110,11
110,167
110,239
110,229
110,29
110,58
111,92
111,188
111,179
111,147
111,202
111,277
111,109
111,292
111,271
111,270
111,116
111,196
111,120
111,148
111,43
111,249
111,121
111,21
111,95
111,29
111,254
111,227
111,14
111,97
111,220
111,233
111,13
111,240
112,73
112,1
112,81
112,195
112,239
112,165
112,158
112,45
112,163
112,224
112,131
112,236
112,222
112,265
112,53
112,79
112,231
112,105
112,6
112,57
112,103
112,297
112,80
112,268
112,72
112,245
112,177
112,189
112,140
112,201
112,112
112,41
112,26
112,213
112,24
113,5
113,180
113,39
113,84
113,93
113,34
113,173
113,140
113,147
113,153
113,279
113,158
113,275
113,63
113,195
113,30
113,104
113,207
113,69
113,110
113,29
114,299
114,253
114,136
114,295
114,221
114,99
114,193
115,99
115,57
115,51
115,167
115,184
115,137
115,117
115,98
115,15
115,197
115,161
115,222
115,250
115,154
115,253
115,20
115,287
115,248
115,172
115,122
115,286
115,60
115,217
115,41
115,24
115,116
115,162
115,106
115,194
115,210
115,288
116,153
116,268
116,206
116,9
116,295
116,146
116,160
116,104
116,197
116,156
116,165
116,52
116,63
116,12
116,289
117,282
117,283
117,269
117,56
117,35
117,84
117,171
117,182
117,203
117,115
117,262
117,148
117,19
117,73
117,157
117,111
117,72
117,28
117,83
117,169
117,90
117,89
117,130
117,38
117,118
117,109
117,3
117,17
117,257
118,146
118,19
118,251
118,74
118,38
118,210
118,274
118,296
118,298
118,158
118,198
118,168
118,187
118,8
118,239
118,225
118,182
118,15
118,183
118,241
118,153
118,266
118,82
118,71
118,28
118,123
118,185
119,218
119,19
119,221
119,181
119,215
119,88
119,144
119,166
119,156
119,47
119,209
119,231
119,141
119,5
119,121
119,103
119,117
119,7
119,169
119,243
119,143
119,80
119,274
119,250
119,290
119,145
119,298
119,214
119,182
119,110
119,9
119,226
119,63
119,137
119,222
120,159
120,285
120,201
120,226
120,39
120,251
120,219
120,84
120,157
120,51
120,8
120,62
120,57
120,49
120,269
120,188
120,267
120,138
120,17
120,7
120,177
121,133
121,289
121,218
121,182
121,75
122,35
122,47
122,206
122,127
122,258
122,185
122,286
122,266
122,101
122,200
122,145
122,113
122,56
122,80
122,18
122,198
123,196
123,147
123,271
124,106
124,27
124,153
124,119
124,197
124,80
124,260
124,109
124,242
124,186
124,62
124,223
124,201
124,165
124,89
124,81
124,145
124,115
124,194
124,283
124,230
124,180
125,266
125,183
125,42
125,117
125,175
125,192
125,148
125,2
125,73
125,155
125,279
125,141
125,194
125,131
125,149
125,11
125,186
125,99
125,84
125,135
125,277
125,92
125,145
125,38
125,128
125,134
126,241
126,135
126,196
126,142
126,229
126,121
126,247
126,147
126,299
126,120
126,265
126,259
126,53
126,256
126,163
126,153
126,170
126,174
126,115
126,25
126,230
126,207
126,159
126,199
126,146
126,227
126,172
126,30
127,212
127,185
127,217
127,112
127,186
127,98
127,288
127,282
127,93
127,139
127,25
127,176
127,279
127,31
127,289
127,296
127,35
127,117
127,174
128,104
128,197
128,291
128,149
128,268
128,228
128,162
128,76
128,72
128,150
128,250
128,275
128,216
128,47
128,125
128,239
128,292
128,200
128,293
128,288
128,117
128,265
128,97
128,58
128,169
128,81
129,246
129,111
129,102
129,141
129,241
129,191
129,38
129,6
129,171
129,100
129,161
129,144
129,162
129,64
129,63
129,186
129,140
129,118
129,91
129,75
129,200
129,263
129,197
129,54
129,156
129,249
129,286
129,274
130,252
130,50
130,123
130,138
130,185
130,40
130,145
130,116
130,2
130,85
130,91
130,26
130,137
130,115
130,86
130,259
130,13
130,72
130,297
130,211
130,285
130,208
130,129
130,244
130,175
130,300
130,209
130,270
130,109
131,36
131,6
131,86
131,214
131,216
131,121
131,188
132,129
132,156
133,35
133,10
133,59
133,279
133,184
133,195
133,89
133,67
133,251
133,230
133,60
133,49
133,7
133,20
133,114
133,79
133,183
133,299
133,3
133,50
133,270
133,132
133,260
133,125
133,168
133,11
133,75
133,51
133,29
133,25
133,42
134,179
134,81
134,130
134,80
134,293
134,262
134,221
134,247
134,290
135,127
135,40
135,93
135,140
135,228
135,279
135,287
135,115
135,258
135,189
135,32
135,174
135,64
135,126
135,23
135,229
136,171
136,284
136,22
136,295
136,98
136,193
136,241
136,79
136,106
136,137
136,202
136,18
136,294
136,11
137,189
137,145
137,71
137,217
137,180
137,60
137,236
137,111
137,211
137,161
137,192
137,198
137,126
137,282
137,74
137,224
137,121
137,262
137,119
137,80
138,67
138,153
138,80
138,24
138,127
138,75
138,47
138,16
138,42
138,134
138,108
138,167
138,152
138,69
138,216
138,240
138,205
138,121
138,190
138,129
138,277
138,166
138,59
138,95
139,248
139,4
139,213
139,256
139,195
139,103
139,265
139,118
139,273
140,14
140,10
140,58
140,286
140,108
140,298
140,130
140,271
140,296
140,284
140,113
140,105
140,261
140,265
140,116
140,256
140,117
140,195
140,78
140,99
140,121
140,245
140,228
140,179
141,296
141,117
141,139
141,194
141,254
141,127
141,271
141,43
141,10
141,143
141,13
141,228
141,230
141,181
142,19
142,276
142,212
142,100
142,43
142,257
142,24
142,132
142,153
142,16
142,210
142,275
142,288
142,61
143,101
143,92
143,112
143,291
143,149
143,144
143,97
143,190
143,223
143,77
143,202
143,172
143,236
143,98
143,175
143,54
143,27
143,33
143,246
143,209
144,63
144,212
144,188
144,253
144,264
144,47
144,4
144,46
144,141
144,295
144,90
144,156
144,148
145,106
145,274
145,118
145,13
145,159
145,287
145,202
145,253
145,67
145,263
145,59
145,261
145,65
145,278
145,222
145,207
145,204
145,169
145,133
145,158
145,24
146,210
146,248
146,287
146,144
146,112
146,5
146,84
146,259
146,95
146,142
146,74
147,219
147,119
147,150
147,19
147,177
148,223
148,289
148,129
148,225
148,56
148,34
148,201
148,53
148,20
148,13
148,141
148,52
148,134
148,66
148,191
148,37
148,271
148,246
148,17
148,91
148,206
148,205
148,213
148,176
148,80
148,179
148,207
148,57
148,189
148,270
148,258
148,83
148,263
148,187
149,112
149,93
149,292
149,145
149,220
149,147
149,101
149,83
149,86
149,8
149,182
149,260
149,276
149,226
149,140
149,123
149,87
149,288
149,132
149,234
149,63
149,212
149,210
149,94
149,257
149,197
149,171
149,61
149,17
149,135
149,103
149,275
149,92
149,221
150,246
150,30
150,267
150,193
150,24
150,208
150,165
150,151
150,153
150,4
150,150
150,295
150,264
150,197
150,88
150,89
150,17
150,106
150,41
150,258
150,40
150,247
150,94
150,177
150,190
150,37
150,205
150,27
150,286
150,3
150,65
151,186
151,13
151,136
151,201
151,265
151,155
151,69
151,35
151,60
151,247
151,293
151,129
151,154
151,31
151,207
151,222
151,255
151,294
151,276
151,221
151,117
151,267
151,217
151,49
151,22
151,157
151,291
152,194
152,38
152,10
152,171
152,195
152,56
152,39
152,160
152,216
152,170
152,224
152,125
152,215
152,26
152,51
152,238
152,197
152,72
152,285
152,277
152,272
152,260
152,127
152,256
152,129
152,93
152,230
152,148
152,135
152,13
152,140
152,294
152,124
152,24
152,136
152,149
152,221
152,151
153,206
153,20
153,81
153,54
153,33
153,104
154,81
154,117
155,217
155,196
155,127
155,220
155,253
155,273
155,229
155,233
155,175
155,292
155,152
155,103
155,50
155,26
155,134
155,72
155,254
155,18
155,113
155,281
155,214
155,139
155,75
155,101
155,246
155,297
155,21
155,92
155,259
155,7
155,42
155,34
155,128
155,252
155,70
155,100
155,142
156,154
156,113
156,41
156,259
156,100
156,183
156,252
156,93
156,258
156,112
156,119
156,73
156,143
156,149
156,266
156,241
156,89
156,14
156,36
156,50
156,260
156,65
156,298
156,121
156,17
156,37
156,107
156,202
156,190
156,117
156,124
156,175
156,29
157,283
157,81
157,37
157,289
157,172
157,163
157,281
157,264
157,152
157,87
157,167
157,27
158,247
158,57
158,214
158,200
158,229
158,72
158,209
158,29
158,77
158,6
158,88
158,122
158,266
158,277
158,166
158,213
158,235
158,300
158,99
158,215
158,98
158,139
158,170
158,154
158,210
158,173
158,145
158,141
158,94
158,5
158,271
158,182
158,244
158,227
158,28
158,252
158,121
159,230
159,204
159,264
159,96
159,157
159,166
159,169
159,88
159,260
159,205
159,44
159,144
159,31
159,182
159,110
159,127
159,257
159,266
159,291
159,115
159,146
159,9
160,121
160,269
160,189
160,175
160,82
160,50
160,297
160,278
160,157
160,19
161,45
161,149
161,150
161,105
161,283
161,3
161,78
161,50
161,266
161,221
161,235
161,133
161,123
161,186
161,195
161,2
161,135
161,254
161,243
161,144
161,159
161,131
161,4
161,103
161,146
161,253
162,250
162,173
162,115
162,38
162,134
162,120
162,195
162,257
162,283
162,4
162,30
162,207
162,163
162,212
162,191
163,271
163,226
163,166
163,70
163,163
163,284
163,171
163,242
163,43
163,20
163,62
163,165
163,97
163,122
164,42
164,234
164,263
164,265
164,46
164,63
164,260
164,143
164,91
164,17
164,198
164,8
165,225
165,272
165,1
165,156
165,155
165,110
165,91
165,121
165,211
165,233
166,234
166,113
166,136
166,2
166,173
166,32
166,21
166,77
166,241
166,22
166,183
166,91
166,186
166,250
166,4
166,55
166,1
166,254
166,73
166,44
167,135
167,38
167,237
167,172
167,68
167,109
167,234
167,132
167,213
167,221
167,26
167,176
167,21
167,41
168,162
168,287
168,53
168,26
168,288
168,239
168,57
168,31
168,128
168,51
168,202
168,189
168,150
168,266
168,63
168,253
168,8
168,240
168,65
168,297
168,245
168,258
168,88
168,97
169,284
169,64
169,249
169,273
169,218
169,268
169,219
169,33
169,93
169,279
169,56
169,180
169,270
169,288
169,94
169,106
169,203
169,116
169,21
169,157
169,11
169,155
169,264
170,165
170,98
170,45
170,204
170,243
170,2
170,72
170,10
170,47
170,138
170,17
170,53
170,185
170,63
170,149
170,196
170,194
170,35
170,8
170,167
170,105
170,228
170,294
170,56
171,158
171,231
171,40
171,38
171,157
171,117
171,200
171,54
171,278
171,116
171,52
171,14
171,190
171,300
171,18
171,132
171,3
171,224
171,124
171,30
171,227
171,43
171,146
171,272
171,4
171,292
171,182
171,270
171,57
171,168
171,33
171,240
171,258
171,265
171,259
171,64
172,36
172,185
172,262
172,25
172,150
172,291
172,54
172,283
172,182
172,63
172,188
172,67
172,198
172,298
172,286
172,257
172,130
172,78
172,119
172,259
172,103
172,35
172,15
172,296
172,232
172,75
172,279
172,273
172,128
172,225
172,12
172,39
172,69
172,243
172,226
172,107
172,254
173,145
173,287
173,42
173,70
173,200
173,181
173,241
173,78
173,236
173,272
173,226
173,266
173,131
173,235
173,59
174,148
174,168
174,7
174,277
174,10
174,188
174,219
174,150
174,30
174,254
174,299
174,66
174,98
174,21
174,86
174,80
174,56
174,113
174,230
174,135
174,31
174,151
174,147
174,207
174,24
174,120
174,209
174,19
174,222
174,17
174,2
174,68
174,32
174,8
174,27
175,105
175,154
175,289
175,129
175,54
175,47
175,269
175,148
175,109
175,236
175,106
175,204
175,186
175,113
175,120
175,183
175,225
175,104
175,76
175,160
175,285
175,180
175,135
175,218
175,170
175,255
175,280
175,27
175,283
175,281
175,110
176,269
176,111
176,273
176,105
176,122
176,295
176,147
176,102
176,127
176,168
176,234
176,161
176,278
176,2
176,90
176,75
176,282
176,101
176,239
176,135
176,275
176,115
176,129
176,134
176,89
176,136
176,67
176,26
176,35
176,72
176,60
176,66
176,186
176,187
176,178
176,80
176,79
177,275
177,29
177,9
177,173
177,222
177,240
177,122
177,57
177,291
177,131
177,89
177,184
177,60
