journeyId,destinationId,startDate,endDate
23,148,2022-04-19,2022-04-27
23,75,2022-04-27,2022-05-04
23,193,2022-05-04,2022-05-05
23,130,2022-05-05,2022-05-08
23,155,2022-05-08,2022-05-12
23,18,2022-05-12,2022-05-20
23,95,2022-05-20,2022-05-22
23,111,2022-05-22,2022-05-27
24,92,2009-09-25,2009-09-30
24,78,2009-09-30,2009-10-03
24,63,2009-10-03,2009-10-06
24,157,2009-10-06,2009-10-11
24,24,2009-10-11,2009-10-20
24,121,2009-10-20,2009-10-30
24,95,2009-10-30,2009-10-31
24,140,2009-10-31,2009-11-01
25,200,2016-11-04,2016-11-07
25,21,2016-11-07,2016-11-08
25,54,2016-11-08,2016-11-10
26,55,2008-01-12,2008-01-13
26,86,2008-01-13,2008-01-22
26,176,2008-01-22,2008-01-24
26,184,2008-01-24,2008-01-29
26,17,2008-01-29,2008-02-04
26,140,2008-02-04,2008-02-14
26,193,2008-02-14,2008-02-17
26,19,2008-02-17,2008-02-25
27,145,2010-01-07,2010-01-16
27,140,2010-01-16,2010-01-24
28,37,2008-01-13,2008-01-18
28,8,2008-01-18,2008-01-22
28,14,2008-01-22,2008-01-28
28,108,2008-01-28,2008-01-30
28,31,2008-01-30,2008-01-31
29,177,2016-10-12,2016-10-14
29,84,2016-10-14,2016-10-19
29,128,2016-10-19,2016-10-27
29,135,2016-10-27,2016-10-29
29,68,2016-10-29,2016-10-31
29,47,2016-10-31,2016-11-07
29,183,2016-11-07,2016-11-10
30,20,2017-04-22,2017-04-28
31,100,2008-09-11,2008-09-20
31,66,2008-09-20,2008-09-28
32,3,2012-07-06,2012-07-14
32,150,2012-07-14,2012-07-17
32,93,2012-07-17,2012-07-26
33,202,2017-06-12,2017-06-16
33,66,2017-06-16,2017-06-25
33,95,2017-06-25,2017-06-30
34,74,2019-10-02,2019-10-06
34,19,2019-10-06,2019-10-09
34,148,2019-10-09,2019-10-19
34,35,2019-10-19,2019-10-21
35,176,2018-05-21,2018-05-30
35,174,2018-05-30,2018-06-06
35,2,2018-06-06,2018-06-12
35,181,2018-06-12,2018-06-17
35,72,2018-06-17,2018-06-21
36,81,2017-09-17,2017-09-23
36,23,2017-09-23,2017-09-28
36,168,2017-09-28,2017-10-04
36,147,2017-10-04,2017-10-12
37,186,2010-03-08,2010-03-16
37,136,2010-03-16,2010-03-25
37,129,2010-03-25,2010-03-30
37,184,2010-03-30,2010-04-04
38,77,2022-01-19,2022-01-25
38,76,2022-01-25,2022-01-29
38,55,2022-01-29,2022-01-31
38,180,2022-01-31,2022-02-09
38,187,2022-02-09,2022-02-19
38,89,2022-02-19,2022-02-20
38,13,2022-02-20,2022-02-22
39,128,2008-03-06,2008-03-07
39,59,2008-03-07,2008-03-13
39,43,2008-03-13,2008-03-22
39,173,2008-03-22,2008-03-29
39,168,2008-03-29,2008-04-07
39,201,2008-04-07,2008-04-17
39,20,2008-04-17,2008-04-18
39,151,2008-04-18,2008-04-22
40,47,2017-02-27,2017-03-07
40,37,2017-03-07,2017-03-11
40,128,2017-03-11,2017-03-19
40,2,2017-03-19,2017-03-23
40,19,2017-03-23,2017-03-24
40,41,2017-03-24,2017-04-01
40,3,2017-04-01,2017-04-05
40,68,2017-04-05,2017-04-08
41,57,2013-08-20,2013-08-28
41,54,2013-08-28,2013-08-31
41,106,2013-08-31,2013-09-06
41,107,2013-09-06,2013-09-13
41,21,2013-09-13,2013-09-17
41,140,2013-09-17,2013-09-26
41,130,2013-09-26,2013-10-06
42,193,2009-11-25,2009-11-30
42,197,2009-11-30,2009-12-05
42,90,2009-12-05,2009-12-13
42,75,2009-12-13,2009-12-14
42,24,2009-12-14,2009-12-19
43,123,2010-06-18,2010-06-27
43,23,2010-06-27,2010-06-30
43,141,2010-06-30,2010-07-08
44,35,2020-09-14,2020-09-18
44,174,2020-09-18,2020-09-26
44,37,2020-09-26,2020-09-27
44,183,2020-09-27,2020-10-01
45,75,2015-06-14,2015-06-24
45,107,2015-06-24,2015-07-04
45,89,2015-07-04,2015-07-09
46,23,2020-03-25,2020-03-27
46,50,2020-03-27,2020-04-05
46,74,2020-04-05,2020-04-09
46,144,2020-04-09,2020-04-18
46,106,2020-04-18,2020-04-22
46,69,2020-04-22,2020-04-25
46,159,2020-04-25,2020-05-01
46,15,2020-05-01,2020-05-08
47,189,2011-04-22,2011-04-23
47,133,2011-04-23,2011-04-30
47,127,2011-04-30,2011-05-08
47,3,2011-05-08,2011-05-18
47,43,2011-05-18,2011-05-27
47,192,2011-05-27,2011-06-02
48,120,2009-09-25,2009-10-03
48,14,2009-10-03,2009-10-13
48,57,2009-10-13,2009-10-16
48,175,2009-10-16,2009-10-19
48,88,2009-10-19,2009-10-28
48,178,2009-10-28,2009-11-03
48,4,2009-11-03,2009-11-11
49,145,2013-05-19,2013-05-20
49,98,2013-05-20,2013-05-22
49,37,2013-05-22,2013-06-01
49,124,2013-06-01,2013-06-04
49,162,2013-06-04,2013-06-12
49,121,2013-06-12,2013-06-16
49,149,2013-06-16,2013-06-17
49,142,2013-06-17,2013-06-27
49,30,2013-06-27,2013-07-02
50,54,2018-01-28,2018-02-02
50,65,2018-02-02,2018-02-06
50,19,2018-02-06,2018-02-11
50,93,2018-02-11,2018-02-16
50,142,2018-02-16,2018-02-17
50,16,2018-02-17,2018-02-27
50,32,2018-02-27,2018-03-09
50,42,2018-03-09,2018-03-12
50,131,2018-03-12,2018-03-22
51,61,2010-08-11,2010-08-19
51,112,2010-08-19,2010-08-28
51,82,2010-08-28,2010-09-01
51,59,2010-09-01,2010-09-06
51,50,2010-09-06,2010-09-12
52,43,2014-05-13,2014-05-22
52,186,2014-05-22,2014-05-28
52,63,2014-05-28,2014-06-02
52,133,2014-06-02,2014-06-11
52,65,2014-06-11,2014-06-15
52,77,2014-06-15,2014-06-20
52,49,2014-06-20,2014-06-23
52,46,2014-06-23,2014-07-02
52,138,2014-07-02,2014-07-08
53,196,2021-12-22,2021-12-27
53,19,2021-12-27,2021-12-29
54,117,2022-11-27,2022-11-30
54,38,2022-11-30,2022-12-05
54,190,2022-12-05,2022-12-10
54,177,2022-12-10,2022-12-16
54,99,2022-12-16,2022-12-21
54,143,2022-12-21,2022-12-25
55,190,2010-10-19,2010-10-21
55,13,2010-10-21,2010-10-30
55,49,2010-10-30,2010-11-09
55,124,2010-11-09,2010-11-11
56,8,2013-08-14,2013-08-15
56,86,2013-08-15,2013-08-20
56,7,2013-08-20,2013-08-29
56,58,2013-08-29,2013-08-31
57,19,2012-11-09,2012-11-12
57,63,2012-11-12,2012-11-17
57,113,2012-11-17,2012-11-20
57,137,2012-11-20,2012-11-21
58,125,2012-05-12,2012-05-21
58,67,2012-05-21,2012-05-28
58,1,2012-05-28,2012-06-06
58,155,2012-06-06,2012-06-13
58,95,2012-06-13,2012-06-19
58,34,2012-06-19,2012-06-24
58,45,2012-06-24,2012-06-30
58,94,2012-06-30,2012-07-09
58,44,2012-07-09,2012-07-17
59,25,2011-11-28,2011-11-30
59,165,2011-11-30,2011-12-03
59,173,2011-12-03,2011-12-13
60,22,2010-11-19,2010-11-28
60,122,2010-11-28,2010-12-03
61,89,2022-01-23,2022-02-02
61,172,2022-02-02,2022-02-12
61,188,2022-02-12,2022-02-19
61,154,2022-02-19,2022-03-01
61,107,2022-03-01,2022-03-04
61,93,2022-03-04,2022-03-10
62,2,2019-03-03,2019-03-09
62,153,2019-03-09,2019-03-17
62,196,2019-03-17,2019-03-26
62,54,2019-03-26,2019-03-30
62,55,2019-03-30,2019-04-03
62,40,2019-04-03,2019-04-13
62,61,2019-04-13,2019-04-14
62,11,2019-04-14,2019-04-21
63,93,2011-11-17,2011-11-21
63,26,2011-11-21,2011-11-22
63,108,2011-11-22,2011-11-24
63,6,2011-11-24,2011-11-27
63,147,2011-11-27,2011-11-30
63,60,2011-11-30,2011-12-08
63,91,2011-12-08,2011-12-18
64,108,2018-10-06,2018-10-12
65,130,2009-03-10,2009-03-18
65,7,2009-03-18,2009-03-20
65,131,2009-03-20,2009-03-28
65,35,2009-03-28,2009-04-02
65,47,2009-04-02,2009-04-06
65,8,2009-04-06,2009-04-15
65,4,2009-04-15,2009-04-25
65,45,2009-04-25,2009-04-29
66,36,2011-05-05,2011-05-13
66,134,2011-05-13,2011-05-21
66,82,2011-05-21,2011-05-26
66,89,2011-05-26,2011-06-05
67,144,2010-12-01,2010-12-03
67,114,2010-12-03,2010-12-09
67,9,2010-12-09,2010-12-19
67,69,2010-12-19,2010-12-23
67,95,2010-12-23,2010-12-26
67,88,2010-12-26,2010-12-27
68,173,2013-04-18,2013-04-22
68,146,2013-04-22,2013-04-27
69,196,2021-01-13,2021-01-23
69,134,2021-01-23,2021-01-31
69,61,2021-01-31,2021-02-09
69,127,2021-02-09,2021-02-17
69,132,2021-02-17,2021-02-20
69,4,2021-02-20,2021-03-01
69,181,2021-03-01,2021-03-11
70,114,2015-03-24,2015-04-03
70,99,2015-04-03,2015-04-10
70,89,2015-04-10,2015-04-13
70,39,2015-04-13,2015-04-21
71,21,2012-03-23,2012-03-27
71,58,2012-03-27,2012-04-06
71,12,2012-04-06,2012-04-12
72,175,2018-01-29,2018-02-04
73,43,2016-10-03,2016-10-09
73,71,2016-10-09,2016-10-14
73,1,2016-10-14,2016-10-17
73,67,2016-10-17,2016-10-25
73,116,2016-10-25,2016-11-01
73,189,2016-11-01,2016-11-08
73,20,2016-11-08,2016-11-12
74,73,2019-05-18,2019-05-26
74,82,2019-05-26,2019-05-27
75,47,2014-01-29,2014-02-02
75,200,2014-02-02,2014-02-03
75,54,2014-02-03,2014-02-06
75,71,2014-02-06,2014-02-15
76,151,2018-04-28,2018-05-02
76,7,2018-05-02,2018-05-09
76,18,2018-05-09,2018-05-13
77,162,2008-02-14,2008-02-20
77,134,2008-02-20,2008-02-27
77,113,2008-02-27,2008-03-08
77,100,2008-03-08,2008-03-18
77,86,2008-03-18,2008-03-20
77,67,2008-03-20,2008-03-23
77,138,2008-03-23,2008-03-31
77,33,2008-03-31,2008-04-10
77,157,2008-04-10,2008-04-16
78,100,2008-12-19,2008-12-22
78,77,2008-12-22,2008-12-27
78,116,2008-12-27,2009-01-06
78,65,2009-01-06,2009-01-16
79,26,2012-02-03,2012-02-09
80,70,2008-08-25,2008-09-01
80,87,2008-09-01,2008-09-08
80,99,2008-09-08,2008-09-13
80,5,2008-09-13,2008-09-16
80,78,2008-09-16,2008-09-22
80,36,2008-09-22,2008-09-29
80,31,2008-09-29,2008-10-02
80,55,2008-10-02,2008-10-03
81,104,2014-03-14,2014-03-22
81,122,2014-03-22,2014-04-01
81,132,2014-04-01,2014-04-02
81,66,2014-04-02,2014-04-08
81,98,2014-04-08,2014-04-14
81,176,2014-04-14,2014-04-19
82,82,2008-06-17,2008-06-22
82,167,2008-06-22,2008-06-23
82,124,2008-06-23,2008-06-24
82,150,2008-06-24,2008-06-27
82,106,2008-06-27,2008-06-28
83,134,2022-12-11,2022-12-20
83,64,2022-12-20,2022-12-27
83,113,2022-12-27,2023-01-05
84,25,2013-11-02,2013-11-03
84,105,2013-11-03,2013-11-06
84,134,2013-11-06,2013-11-09
84,182,2013-11-09,2013-11-17
84,97,2013-11-17,2013-11-21
84,53,2013-11-21,2013-11-22
85,81,2021-10-21,2021-10-23
85,23,2021-10-23,2021-10-31
85,132,2021-10-31,2021-11-07
86,89,2019-03-06,2019-03-08
86,19,2019-03-08,2019-03-13
86,111,2019-03-13,2019-03-18
86,88,2019-03-18,2019-03-19
86,35,2019-03-19,2019-03-21
87,177,2016-02-14,2016-02-19
87,5,2016-02-19,2016-02-24
87,131,2016-02-24,2016-03-03
87,52,2016-03-03,2016-03-07
87,56,2016-03-07,2016-03-15
88,39,2021-06-23,2021-07-02
88,18,2021-07-02,2021-07-12
88,78,2021-07-12,2021-07-21
88,182,2021-07-21,2021-07-26
88,42,2021-07-26,2021-07-27
88,199,2021-07-27,2021-08-02
88,61,2021-08-02,2021-08-09
88,2,2021-08-09,2021-08-12
89,160,2009-10-26,2009-10-28
90,161,2019-02-02,2019-02-11
90,100,2019-02-11,2019-02-12
90,35,2019-02-12,2019-02-20
90,197,2019-02-20,2019-02-28
90,176,2019-02-28,2019-03-05
90,154,2019-03-05,2019-03-15
90,168,2019-03-15,2019-03-20
90,187,2019-03-20,2019-03-27
91,95,2014-08-22,2014-08-31
91,142,2014-08-31,2014-09-10
91,69,2014-09-10,2014-09-20
91,163,2014-09-20,2014-09-25
91,130,2014-09-25,2014-10-03
91,96,2014-10-03,2014-10-13
91,51,2014-10-13,2014-10-17
91,48,2014-10-17,2014-10-19
91,67,2014-10-19,2014-10-22
92,12,2020-01-07,2020-01-15
92,111,2020-01-15,2020-01-18
92,115,2020-01-18,2020-01-19
93,90,2014-06-12,2014-06-22
93,185,2014-06-22,2014-06-29
93,102,2014-06-29,2014-07-07
93,59,2014-07-07,2014-07-14
94,5,2012-10-16,2012-10-23
94,54,2012-10-23,2012-10-31
95,32,2022-06-09,2022-06-11
95,28,2022-06-11,2022-06-14
95,195,2022-06-14,2022-06-23
95,24,2022-06-23,2022-06-28
95,169,2022-06-28,2022-06-29
95,157,2022-06-29,2022-06-30
95,100,2022-06-30,2022-07-03
95,48,2022-07-03,2022-07-07
96,166,2011-10-11,2011-10-21
96,168,2011-10-21,2011-10-25
96,60,2011-10-25,2011-11-01
96,112,2011-11-01,2011-11-09
97,141,2017-10-18,2017-10-24
97,49,2017-10-24,2017-11-02
97,32,2017-11-02,2017-11-12
98,130,2009-03-01,2009-03-09
99,100,2015-01-05,2015-01-11
99,149,2015-01-11,2015-01-15
99,65,2015-01-15,2015-01-19
99,77,2015-01-19,2015-01-25
99,3,2015-01-25,2015-01-30
100,7,2014-01-20,2014-01-28
100,197,2014-01-28,2014-01-30
100,147,2014-01-30,2014-02-01
100,202,2014-02-01,2014-02-05
100,67,2014-02-05,2014-02-12
101,202,2016-05-06,2016-05-14
101,192,2016-05-14,2016-05-22
101,74,2016-05-22,2016-05-31
101,115,2016-05-31,2016-06-04
101,69,2016-06-04,2016-06-05
101,203,2016-06-05,2016-06-11
101,14,2016-06-11,2016-06-21
101,45,2016-06-21,2016-06-22
102,90,2013-11-01,2013-11-08
102,13,2013-11-08,2013-11-11
102,153,2013-11-11,2013-11-16
102,148,2013-11-16,2013-11-20
102,9,2013-11-20,2013-11-25
103,148,2019-06-11,2019-06-18
103,82,2019-06-18,2019-06-20
103,146,2019-06-20,2019-06-28
103,52,2019-06-28,2019-07-04
103,81,2019-07-04,2019-07-11
103,142,2019-07-11,2019-07-15
103,105,2019-07-15,2019-07-16
103,193,2019-07-16,2019-07-26
103,60,2019-07-26,2019-07-28
104,105,2017-01-17,2017-01-24
105,121,2019-10-23,2019-10-27
105,111,2019-10-27,2019-11-03
105,25,2019-11-03,2019-11-08
105,200,2019-11-08,2019-11-15
105,53,2019-11-15,2019-11-21
106,42,2021-09-30,2021-10-08
106,38,2021-10-08,2021-10-12
106,177,2021-10-12,2021-10-13
106,49,2021-10-13,2021-10-20
106,178,2021-10-20,2021-10-25
106,158,2021-10-25,2021-10-27
107,121,2011-02-10,2011-02-15
107,165,2011-02-15,2011-02-18
107,70,2011-02-18,2011-02-25
107,45,2011-02-25,2011-02-28
107,92,2011-02-28,2011-03-04
107,202,2011-03-04,2011-03-06
107,190,2011-03-06,2011-03-10
107,69,2011-03-10,2011-03-20
108,35,2022-05-08,2022-05-10
108,121,2022-05-10,2022-05-13
108,126,2022-05-13,2022-05-15
108,11,2022-05-15,2022-05-20
108,180,2022-05-20,2022-05-27
109,12,2012-03-10,2012-03-19
109,127,2012-03-19,2012-03-29
109,122,2012-03-29,2012-04-08
109,139,2012-04-08,2012-04-13
109,142,2012-04-13,2012-04-17
109,171,2012-04-17,2012-04-25
109,129,2012-04-25,2012-04-29
109,46,2012-04-29,2012-05-07
110,196,2014-07-03,2014-07-08
110,28,2014-07-08,2014-07-09
110,20,2014-07-09,2014-07-11
110,193,2014-07-11,2014-07-13
110,121,2014-07-13,2014-07-18
110,84,2014-07-18,2014-07-25
110,192,2014-07-25,2014-07-28
111,106,2010-02-02,2010-02-08
111,71,2010-02-08,2010-02-12
112,171,2016-01-24,2016-02-01
112,163,2016-02-01,2016-02-06
112,138,2016-02-06,2016-02-12
112,68,2016-02-12,2016-02-16
112,16,2016-02-16,2016-02-20
112,88,2016-02-20,2016-02-23
113,85,2013-08-08,2013-08-10
113,29,2013-08-10,2013-08-16
113,72,2013-08-16,2013-08-24
113,190,2013-08-24,2013-08-27
113,191,2013-08-27,2013-08-31
113,156,2013-08-31,2013-09-10
114,15,2022-04-17,2022-04-19
114,160,2022-04-19,2022-04-28
114,88,2022-04-28,2022-04-29
114,26,2022-04-29,2022-04-30
114,19,2022-04-30,2022-05-08
114,133,2022-05-08,2022-05-09
115,62,2015-05-29,2015-05-30
115,30,2015-05-30,2015-06-09
115,143,2015-06-09,2015-06-18
115,104,2015-06-18,2015-06-28
115,96,2015-06-28,2015-06-29
115,13,2015-06-29,2015-07-05
115,19,2015-07-05,2015-07-13
115,39,2015-07-13,2015-07-23
116,186,2017-05-23,2017-05-30
116,4,2017-05-30,2017-06-03
116,120,2017-06-03,2017-06-05
116,141,2017-06-05,2017-06-09
116,19,2017-06-09,2017-06-15
116,53,2017-06-15,2017-06-20
117,175,2017-02-09,2017-02-10
117,93,2017-02-10,2017-02-14
117,174,2017-02-14,2017-02-18
117,35,2017-02-18,2017-02-19
118,36,2010-07-21,2010-07-24
118,38,2010-07-24,2010-07-28
118,90,2010-07-28,2010-07-30
118,185,2010-07-30,2010-08-09
118,51,2010-08-09,2010-08-12
118,41,2010-08-12,2010-08-14
119,91,2010-06-15,2010-06-18
119,177,2010-06-18,2010-06-24
119,9,2010-06-24,2010-06-25
120,98,2018-09-10,2018-09-20
120,104,2018-09-20,2018-09-22
120,78,2018-09-22,2018-09-27
120,91,2018-09-27,2018-10-03
120,175,2018-10-03,2018-10-11
121,107,2022-06-05,2022-06-11
121,80,2022-06-11,2022-06-17
121,162,2022-06-17,2022-06-22
121,168,2022-06-22,2022-07-02
121,96,2022-07-02,2022-07-12
121,12,2022-07-12,2022-07-13
121,21,2022-07-13,2022-07-16
122,162,2018-08-14,2018-08-23
122,18,2018-08-23,2018-09-01
122,157,2018-09-01,2018-09-08
122,151,2018-09-08,2018-09-10
122,159,2018-09-10,2018-09-17
122,136,2018-09-17,2018-09-19
122,163,2018-09-19,2018-09-21
122,79,2018-09-21,2018-09-22
122,134,2018-09-22,2018-10-02
123,56,2021-04-09,2021-04-14
123,159,2021-04-14,2021-04-15
123,10,2021-04-15,2021-04-16
123,121,2021-04-16,2021-04-25
123,137,2021-04-25,2021-05-02
123,101,2021-05-02,2021-05-08
123,168,2021-05-08,2021-05-13
123,132,2021-05-13,2021-05-21
124,33,2012-05-24,2012-05-29
124,3,2012-05-29,2012-06-07
124,177,2012-06-07,2012-06-09
124,140,2012-06-09,2012-06-14
124,40,2012-06-14,2012-06-17
124,146,2012-06-17,2012-06-21
124,112,2012-06-21,2012-06-30
124,46,2012-06-30,2012-07-07
125,182,2012-01-04,2012-01-13
125,56,2012-01-13,2012-01-21
125,136,2012-01-21,2012-01-29
125,51,2012-01-29,2012-02-05
125,52,2012-02-05,2012-02-15
125,192,2012-02-15,2012-02-25
125,199,2012-02-25,2012-02-28
126,79,2014-07-28,2014-07-30
126,168,2014-07-30,2014-08-03
126,22,2014-08-03,2014-08-06
126,164,2014-08-06,2014-08-13
126,99,2014-08-13,2014-08-22
126,177,2014-08-22,2014-08-26
126,72,2014-08-26,2014-08-27
126,18,2014-08-27,2014-09-02
127,99,2013-12-27,2014-01-04
127,71,2014-01-04,2014-01-09
127,103,2014-01-09,2014-01-10
127,97,2014-01-10,2014-01-18
128,115,2018-06-28,2018-06-30
128,132,2018-06-30,2018-07-02
128,106,2018-07-02,2018-07-12
128,195,2018-07-12,2018-07-16
128,140,2018-07-16,2018-07-23
128,201,2018-07-23,2018-07-27
128,74,2018-07-27,2018-08-06
129,126,2009-05-29,2009-06-07
129,13,2009-06-07,2009-06-13
129,114,2009-06-13,2009-06-23
129,109,2009-06-23,2009-07-03
130,130,2018-03-24,2018-04-02
130,85,2018-04-02,2018-04-11
130,15,2018-04-11,2018-04-17
130,161,2018-04-17,2018-04-23
130,160,2018-04-23,2018-04-30
130,14,2018-04-30,2018-05-09
131,48,2009-06-30,2009-07-07
131,138,2009-07-07,2009-07-16
131,147,2009-07-16,2009-07-22
131,130,2009-07-22,2009-07-30
131,185,2009-07-30,2009-08-01
131,183,2009-08-01,2009-08-02
131,132,2009-08-02,2009-08-05
132,174,2011-12-31,2012-01-05
132,29,2012-01-05,2012-01-06
132,84,2012-01-06,2012-01-10
132,179,2012-01-10,2012-01-19
132,183,2012-01-19,2012-01-24
132,151,2012-01-24,2012-01-29
132,118,2012-01-29,2012-02-08
132,110,2012-02-08,2012-02-12
133,125,2017-01-09,2017-01-14
134,54,2012-03-19,2012-03-26
134,82,2012-03-26,2012-03-27
134,121,2012-03-27,2012-04-03
134,47,2012-04-03,2012-04-12
134,23,2012-04-12,2012-04-22
134,68,2012-04-22,2012-05-01
134,143,2012-05-01,2012-05-09
135,118,2022-03-17,2022-03-24
135,116,2022-03-24,2022-04-02
136,14,2016-09-15,2016-09-23
136,49,2016-09-23,2016-09-27
136,180,2016-09-27,2016-10-04
136,111,2016-10-04,2016-10-12
136,190,2016-10-12,2016-10-17
136,11,2016-10-17,2016-10-23
136,108,2016-10-23,2016-11-01
136,135,2016-11-01,2016-11-11
136,97,2016-11-11,2016-11-13
137,128,2022-12-06,2022-12-14
138,170,2010-12-09,2010-12-19
138,158,2010-12-19,2010-12-29
138,53,2010-12-29,2011-01-08
138,147,2011-01-08,2011-01-09
139,116,2018-10-27,2018-10-28
139,124,2018-10-28,2018-10-29
139,44,2018-10-29,2018-10-31
139,27,2018-10-31,2018-11-09
139,31,2018-11-09,2018-11-15
139,25,2018-11-15,2018-11-19
140,91,2014-06-26,2014-06-29
140,53,2014-06-29,2014-07-07
140,43,2014-07-07,2014-07-15
140,52,2014-07-15,2014-07-22
140,72,2014-07-22,2014-07-31
140,62,2014-07-31,2014-08-02
140,148,2014-08-02,2014-08-09
140,98,2014-08-09,2014-08-13
140,111,2014-08-13,2014-08-23
141,124,2010-10-18,2010-10-23
141,120,2010-10-23,2010-11-02
141,126,2010-11-02,2010-11-05
142,106,2010-03-04,2010-03-10
142,89,2010-03-10,2010-03-17
142,47,2010-03-17,2010-03-23
143,76,2019-07-20,2019-07-22
143,10,2019-07-22,2019-07-28
143,74,2019-07-28,2019-07-31
143,147,2019-07-31,2019-08-07
143,153,2019-08-07,2019-08-09
144,192,2014-03-13,2014-03-17
144,165,2014-03-17,2014-03-25
144,10,2014-03-25,2014-03-30
144,126,2014-03-30,2014-04-01
144,69,2014-04-01,2014-04-09
144,88,2014-04-09,2014-04-15
144,118,2014-04-15,2014-04-18
145,18,2022-07-07,2022-07-08
146,169,2012-05-30,2012-06-04
146,194,2012-06-04,2012-06-11
