userId,journeyId
167,151
203,151
51,151
193,151
131,151
174,151
207,152
78,153
54,153
48,153
119,153
149,153
277,153
76,153
56,153
235,154
232,154
98,154
102,154
164,154
179,154
186,155
66,155
181,155
120,155
293,155
53,155
207,155
128,156
12,156
49,156
251,156
1,156
57,156
73,156
50,157
68,157
15,157
235,157
166,157
288,157
193,157
192,157
181,158
131,159
278,159
278,160
90,160
249,160
22,160
298,161
134,162
28,162
63,162
64,162
33,163
154,164
35,164
47,164
182,164
144,164
166,164
16,164
39,165
148,165
184,165
76,165
265,166
229,166
47,166
263,166
71,166
202,166
120,167
15,167
29,168
271,168
138,168
221,168
14,169
239,169
237,169
111,169
185,169
216,169
242,169
238,170
51,170
242,171
108,171
264,171
114,172
239,173
149,173
169,173
215,173
180,173
199,173
59,173
193,174
94,174
158,174
74,174
289,174
102,174
195,174
157,175
100,175
13,175
215,175
254,175
299,175
275,175
291,176
60,177
221,177
222,177
174,177
258,177
298,178
218,178
284,178
185,178
93,178
8,178
36,179
120,179
222,180
21,180
139,180
71,180
284,181
209,181
104,181
214,181
204,181
65,181
285,181
197,181
226,182
84,182
104,182
92,182
215,182
271,183
91,183
7,183
251,183
117,183
72,183
115,183
248,183
71,184
121,184
94,184
83,184
53,184
120,184
197,184
85,185
79,185
246,185
153,185
155,185
213,185
116,186
5,186
106,186
181,186
61,186
47,186
258,186
295,186
137,187
219,187
169,187
182,188
237,188
26,189
14,189
95,189
255,189
235,189
119,189
125,189
104,190
250,191
207,191
83,191
61,192
268,192
219,192
49,192
58,192
180,192
13,192
229,192
66,193
215,193
281,194
171,194
2,194
79,195
244,195
297,195
172,195
95,195
149,195
39,195
235,195
152,195
122,196
213,196
60,196
142,196
26,196
225,196
220,197
273,197
158,197
84,197
300,197
17,198
283,198
227,199
300,199
115,199
10,199
2,199
286,199
129,199
49,199
96,199
187,200
222,200
256,201
300,201
188,201
84,201
267,201
106,201
162,202
224,202
91,203
213,203
263,203
66,203
201,203
18,204
148,204
291,204
291,205
140,205
164,205
130,206
32,206
294,206
284,206
109,207
251,207
291,207
208,207
234,207
44,207
106,208
13,209
208,209
59,209
247,209
67,210
293,210
53,210
174,210
75,210
277,210
12,210
270,210
84,210
177,210
240,211
48,211
23,211
121,211
274,211
127,211
13,211
107,211
108,212
63,213
86,214
158,214
168,214
160,215
49,215
156,215
123,215
218,216
146,216
99,216
44,216
201,216
50,216
20,217
130,217
164,217
71,217
120,218
241,218
67,218
182,218
172,218
23,218
159,218
102,218
287,218
114,218
240,219
136,219
147,219
256,219
46,219
282,219
242,219
64,219
125,219
21,220
35,220
241,220
252,220
180,220
217,220
134,220
64,220
19,221
145,221
25,222
194,223
234,223
270,223
88,223
39,223
200,223
182,223
251,223
36,223
224,223
174,224
115,224
71,224
62,224
247,224
121,224
177,224
32,224
11,225
250,225
146,225
242,225
171,225
33,225
280,225
127,226
46,226
156,226
55,226
10,226
181,226
8,227
210,227
253,227
127,227
92,227
93,227
14,227
30,227
152,228
107,228
92,228
12,228
149,229
220,229
211,229
119,229
108,229
156,230
67,230
249,230
21,230
227,230
96,230
243,231
259,231
239,231
214,231
283,232
298,232
69,233
89,233
269,234
164,234
160,234
180,234
68,234
32,234
129,234
122,234
38,234
165,235
250,235
220,235
274,235
55,235
209,235
237,235
300,235
17,235
247,235
97,236
300,237
21,237
158,238
131,238
14,238
230,238
35,238
279,239
249,239
247,240
279,241
288,241
65,241
22,241
77,241
154,241
20,242
219,242
53,242
282,242
255,243
275,243
194,243
209,243
118,243
238,243
155,244
290,244
192,244
83,244
73,245
126,245
27,245
136,246
21,246
227,246
292,246
214,246
206,247
126,247
1,247
196,247
158,247
16,247
119,248
231,248
140,248
106,248
293,248
279,248
208,248
298,248
99,248
32,249
43,249
210,249
287,249
93,249
257,249
184,250
287,250
28,250
272,250
282,250
209,250
54,251
90,252
96,252
204,252
98,253
168,253
43,253
184,253
114,253
117,253
130,254
295,254
72,254
234,254
166,254
119,254
135,254
97,255
123,255
209,255
94,255
291,256
121,256
253,257
89,257
14,257
148,257
64,257
46,257
279,257
86,258
217,258
215,258
164,258
248,259
212,259
15,259
22,259
292,259
269,259
210,259
24,259
218,259
103,260
154,260
281,260
256,260
16,260
163,260
208,260
241,260
226,260
28,261
51,261
6,261
251,262
201,262
44,262
26,262
125,262
101,262
237,262
79,263
134,263
34,264
203,265
256,266
89,266
85,267
86,267
108,267
48,267
255,267
41,268
99,268
141,268
300,268
293,268
216,268
45,268
180,269
101,269
205,269
253,269
221,269
102,269
27,269
92,269
70,269
67,270
216,270
144,270
36,270
244,270
229,271
70,271
253,271
63,271
167,272
202,272
185,272
192,272
146,272
280,272
41,272
49,273
264,273
273,273
275,273
50,273
9,274
245,274
33,274
241,274
228,274
82,274
253,274
211,274
282,274
175,274
80,275
75,275
267,275
290,275
270,275
83,275
206,275
222,275
26,275
23,275
146,276
131,276
110,276
20,276
266,276
180,277
208,277
173,277
119,277
74,277
98,278
175,278
267,278
298,278
201,278
284,278
24,279
136,279
27,280
23,280
31,280
225,280
238,281
275,281
114,281
22,281
291,281
95,281
85,281
143,282
225,282
87,282
83,282
103,282
137,283
300,283
227,283
189,284
230,285
261,285
102,286
17,286
166,286
178,286
203,286
274,287
107,287
7,287
249,287
234,287
145,287
144,287
80,287
215,287
137,288
85,288
142,288
279,289
86,289
231,289
263,289
278,290
129,290
34,290
46,290
90,290
92,290
276,290
259,290
200,291
94,291
73,291
114,291
215,291
109,291
17,291
82,291
113,291
169,291
47,292
44,292
245,292
32,292
190,292
63,292
293,292
71,293
42,293
22,293
149,293
55,294
207,294
11,294
235,294
259,294
112,294
162,295
61,295
97,295
5,295
99,295
131,296
123,296
282,296
75,296
